dataset,apk,scan_id,runtime_seconds,cpu_percent,ram_mb,report_success,sarif_success
DroidBench,Button3.apk,5dce2958-f6d7-4864-886a-dfbdf24b111d,10.153,54.88,135.87,false,false
DroidBench,Button4.apk,d1f4f7ef-309d-4b37-b9b1-5f91c888d17d,10.144,36.13,136.82,false,false
DroidBench,Button5.apk,91cf94c8-9693-424a-9018-56be8dda5cbd,10.182,65.31,137.69,false,false
DroidBench,LocationLeak1.apk,052089db-feeb-4c45-9506-f61178ed188d,10.171,39.81,139.11,false,false
DroidBench,LocationLeak2.apk,04417b5c-4a0d-4833-a321-8e0946e2277c,10.141,43.48,139.63,false,false
DroidBench,LocationLeak3.apk,ee70e73d-5761-4132-8a6d-d8558253d977,10.164,51.90,140.66,false,false
DroidBench,MethodOverride1.apk,f43fe0a7-5244-484e-b7be-4ee9ec16f5be,10.176,37.32,141.07,false,false
DroidBench,MultiHandlers1.apk,af885524-3c3b-4094-9c2b-1e554ae7bd62,10.204,40.95,141.86,false,false
DroidBench,Ordering1.apk,7c8f1538-ed40-4515-ba55-18f6059fd204,10.166,55.26,142.86,false,false
DroidBench,RegisterGlobal1.apk,44ce2f8b-8310-417d-a3a7-071e4649aa8f,10.180,45.77,143.75,false,false
DroidBench,RegisterGlobal2.apk,6e454f6e-7994-44c3-a26e-8f70d4ea3cf6,10.176,43.82,144.58,false,false
DroidBench,Unregister1.apk,1ab6c588-9141-4f23-8522-40365fd3c932,10.154,43.44,145.56,false,false
DroidBench,ContentProvider1.apk,799b4dfc-0caa-46ab-a9b2-252ade6da19a,10.174,100.97,198.77,false,false
DroidBench,IMEI1.apk,df92fdd5-f5a6-4f50-bcd4-4bf29b1d36bd,10.175,97.75,200.90,false,false
DroidBench,PlayStore1.apk,e5b1ff1f-5053-49db-899e-0db1f6b6d830,10.208,95.21,154.51,false,false
DroidBench,FieldSensitivity1.apk,cc2ecaa3-319b-47d3-a297-dad9184af009,11.109,1.50,155.59,false,false
DroidBench,FieldSensitivity2.apk,845a1333-50d2-4184-b6db-5954e645dae3,11.115,1.38,156.31,false,false
DroidBench,FieldSensitivity3.apk,80da5894-654e-4ada-a151-8487a5f5248c,10.134,46.48,156.98,false,false
DroidBench,FieldSensitivity4.apk,89d27d68-efc0-4e89-8b2a-9093eccfd37c,10.144,48.35,157.70,false,false
DroidBench,InheritedObjects1.apk,4afbf22e-b547-4a00-b4a1-335ba0ed7414,10.173,48.30,158.75,false,false
DroidBench,ObjectSensitivity1.apk,910012bf-50ba-487a-988b-52bbbd0dd191,10.159,43.28,159.50,false,false
DroidBench,ObjectSensitivity2.apk,aa5fdcbc-8dc5-449f-aefb-62f5ad1a439f,10.147,47.91,160.03,false,false
DroidBench,Clone1.apk,445bfbef-aed1-4894-a778-018f2822a3c9,10.150,6.37,160.24,false,false
DroidBench,Exceptions1.apk,c1fe260c-7e6c-4189-b291-362d4c2bc383,10.163,49.44,160.91,false,false
DroidBench,Exceptions2.apk,69cdc28f-0f91-48fc-be49-bfa7dfe0ca8a,10.142,48.08,161.97,false,false
DroidBench,Exceptions3.apk,e4e3b16b-4f7b-4d7a-b9f8-6ee68865344b,10.158,48.88,162.86,false,false
DroidBench,Exceptions4.apk,8587febc-298b-40fe-93b6-ae8529266bc1,10.166,46.33,163.53,false,false
DroidBench,FactoryMethods1.apk,94924bff-6d2c-4e40-8c53-174435370bf2,10.126,56.83,164.54,false,false
DroidBench,Loop1.apk,884744ab-d7b1-4975-bab1-df6b379d7ca9,10.170,47.30,165.26,false,false
DroidBench,Loop2.apk,192a308f-6012-48b9-8416-1841ce958dad,10.139,39.92,165.89,false,false
DroidBench,Serialization1.apk,ca281f0b-3de0-4e0f-bce1-28f306dbbb81,10.139,5.82,166.24,false,false
DroidBench,SourceCodeSpecific1.apk,f21da065-9c8c-4016-915a-6ef94b965a6a,10.159,39.47,166.90,false,false
DroidBench,StartProcessWithSecret1.apk,090510f6-1b36-4ad1-876f-3e535dc66a00,10.177,8.43,167.13,false,false
DroidBench,StaticInitialization1.apk,0037ad6a-9fdb-4a09-810c-d8a5ed4ecf46,10.150,46.11,167.68,false,false
DroidBench,StaticInitialization2.apk,663fc9ff-c495-4533-aa2d-74e1fd685b05,10.172,39.96,168.32,false,false
DroidBench,StaticInitialization3.apk,994ae2a6-dbbb-4864-ac14-ecbbccb672b2,10.154,5.92,168.67,false,false
DroidBench,StringFormatter1.apk,f5d327fc-6e39-48f1-92cc-21f07556c317,10.173,11.24,168.76,false,false
DroidBench,StringPatternMatching1.apk,fb062448-c642-44cc-8310-c92f7707ea09,10.160,9.76,168.87,false,false
DroidBench,StringToCharArray1.apk,77f39274-bd9a-46ee-ad04-183218035b29,10.152,5.35,168.93,false,false
DroidBench,StringToOutputStream1.apk,5ec58850-3e32-4d27-93e5-19e80d10c661,10.160,7.78,169.09,false,false
DroidBench,UnreachableCode.apk,4192d3d7-3890-4bd9-8fc7-1818b1392c95,10.164,38.75,169.87,false,false
DroidBench,VirtualDispatch1.apk,812452fd-9882-4813-a2c8-a936bb80f894,10.169,38.83,170.65,false,false
DroidBench,VirtualDispatch2.apk,c33b1dfa-18f9-46e8-a989-141ac439ef14,10.192,7.84,171.04,false,false
DroidBench,VirtualDispatch3.apk,77ecf8fb-ec03-46af-b3bb-362762385a90,10.149,97.48,173.70,false,false
DroidBench,VirtualDispatch4.apk,84e33860-20bd-4dd4-a686-a6c515821789,10.138,100.34,176.59,false,false
DroidBench,ImplicitFlow1.apk,0c6754f0-9858-46ea-a31e-638e6c29bebb,10.190,37.90,177.24,false,false
DroidBench,ImplicitFlow2.apk,edda16ab-dcf5-4bd1-aa1b-d922679a4c38,10.161,49.69,178.09,false,false
DroidBench,ImplicitFlow3.apk,881e61b5-63de-4ed1-bb8e-e0bc392b701a,10.160,39.03,178.71,false,false
DroidBench,ImplicitFlow4.apk,54b423e1-65da-4dbf-aa8a-e342e2b77f54,10.153,52.89,179.58,false,false
DroidBench,Echoer.apk,f71836ec-78a3-41a7-8ae8-1f49d707ee53,10.197,66.26,181.32,false,false
DroidBench,SendSMS.apk,afc231b1-8d4d-4193-a443-f275bffa007e,11.143,11.08,181.39,false,false
DroidBench,StartActivityForResult1.apk,debcb603-06f4-4f96-8daf-b80c06938dfd,11.135,10.58,182.73,false,false
DroidBench,ActivityCommunication1.apk,76584358-8c1e-4115-933e-e901ce99f4c8,10.131,54.50,183.88,false,false
DroidBench,ActivityCommunication2.apk,60dea9b6-a8cb-4c10-b074-d3ed94c5410c,10.154,67.35,185.12,false,false
DroidBench,ActivityCommunication3.apk,bbfd5b91-e5f9-441e-9ef3-1a57792dc4ac,10.165,57.31,186.72,false,false
DroidBench,ActivityCommunication4.apk,1d38cee1-ec49-457d-ba15-ef11a13feddc,10.159,58.54,187.54,false,false
DroidBench,ActivityCommunication5.apk,a61ba445-6982-49ae-8a0a-d21bca4bfe1c,10.131,54.87,189.46,false,false
DroidBench,ActivityCommunication6.apk,93830bb7-1ae9-44b5-ac0c-216b1fe6ed87,10.146,52.24,190.76,false,false
DroidBench,ActivityCommunication7.apk,757cd2e3-0bf6-4a94-b202-a961c4d5791c,10.142,58.40,191.81,false,false
DroidBench,ActivityCommunication8.apk,609c13a0-2d90-41d4-ab6f-a7dc6a06d0da,10.160,51.52,193.00,false,false
DroidBench,BroadcastTaintAndLeak1.apk,0da61a65-7091-4f14-a2b3-6922372fe87a,10.150,6.87,193.49,false,false
DroidBench,ComponentNotInManifest1.apk,836cfd44-221a-45ce-a00b-24e099fdcfe0,10.154,68.01,195.03,false,false
DroidBench,EventOrdering1.apk,4289ddb5-0c89-43ae-a894-4d0773bd1115,10.156,61.20,195.86,false,false
DroidBench,IntentSink1.apk,516569df-7d15-4564-86df-bad85356f4aa,10.145,38.92,196.30,false,false
DroidBench,IntentSink2.apk,cb58a21b-c334-480f-8831-d733e3a9a6ee,10.163,44.47,197.28,false,false
DroidBench,IntentSource1.apk,02167c65-0792-4181-a995-28d4d0e978d3,10.146,57.41,198.82,false,false
DroidBench,ServiceCommunication1.apk,46e330d4-b385-46ac-9035-dcbc21b10c92,10.165,3.34,198.72,false,false
DroidBench,SharedPreferences1.apk,9c27407a-58f7-49f6-b840-85afa210d441,10.164,7.13,198.69,false,false
DroidBench,Singletons1.apk,e7f4977f-5258-4121-b978-f07b31a4f58a,10.165,12.78,198.85,false,false
DroidBench,UnresolvableIntent1.apk,c4240af6-525f-4d4c-ae86-f8ca1fd3ade5,10.163,60.45,200.46,false,false
DroidBench,ActivityLifecycle1.apk,205a7511-26e2-45e6-8502-9d62d0c2fe4e,10.136,34.13,200.89,false,false
DroidBench,ActivityLifecycle2.apk,822f14e4-4f17-4a34-a297-ef46518a2437,10.144,41.79,201.65,false,false
DroidBench,ActivityLifecycle3.apk,ed929147-3c35-43e1-841c-d9ba83fc846f,10.156,45.48,202.44,false,false
DroidBench,ActivityLifecycle4.apk,5c7821d1-604c-4445-84d4-2833a1c146c2,10.178,45.64,203.19,false,false
DroidBench,ActivitySavedState1.apk,d0f85899-3278-470e-ac93-6aa804af6cd5,10.152,12.15,203.31,false,false
DroidBench,ApplicationLifecycle1.apk,0b99fe3e-b576-4456-9f74-59fb5a9f3d26,10.171,49.72,204.14,false,false
DroidBench,ApplicationLifecycle2.apk,5fa7d6a8-5f89-4d6d-bdec-e74062171a32,10.174,43.57,204.89,false,false
DroidBench,ApplicationLifecycle3.apk,51cfbc6d-fc71-4c92-9f5e-8d5cb27f6b69,10.172,60.29,205.70,false,false
DroidBench,AsynchronousEventOrdering1.apk,2a5de36d-a7cf-4441-a119-a5a1871aba13,10.149,14.71,206.13,false,false
DroidBench,BroadcastReceiverLifecycle1.apk,786f21f4-56ac-4e6c-9d6d-df0735c11bcd,10.133,44.38,206.73,false,false
DroidBench,BroadcastReceiverLifecycle2.apk,1eff6619-8f29-4941-aff9-9d46ae5cf66f,10.185,67.99,209.00,false,false
DroidBench,EventOrdering1.apk,e844af4f-acd6-451d-830a-72446db3e4f2,10.135,2.26,208.18,false,false
DroidBench,FragmentLifecycle1.apk,34d841ac-0f53-4431-b03c-4b315e248609,10.166,40.86,209.60,false,false
DroidBench,FragmentLifecycle2.apk,5b2ba0ea-8452-46f6-b641-4fe4254dcaa2,10.163,10.19,210.04,false,false
DroidBench,ServiceLifecycle1.apk,0e8c29cd-2490-49a8-b585-b367d4ab2cbe,10.179,22.62,210.78,false,false
DroidBench,ServiceLifecycle2.apk,5e396b80-9dd2-4790-a9c1-3c83199fc49f,10.237,16.67,210.89,false,false
DroidBench,SharedPreferenceChanged1.apk,def324a5-ca76-415c-8407-0c32b420cf3a,11.105,1.21,211.36,false,false
DroidBench,Reflection1.apk,7f22b5b2-b9f9-48df-9355-fba6aa270da5,11.136,1.48,212.11,false,false
DroidBench,Reflection2.apk,2f1145e3-ef9a-4fc4-be0e-f067d088d9de,10.135,42.67,212.83,false,false
DroidBench,Reflection3.apk,5a9db740-f98b-4db3-bed2-6de18926050d,10.158,50.20,213.10,false,false
DroidBench,AsyncTask1.apk,ff8c1ed9-7457-4cf2-a218-6619bb7af36f,10.214,58.46,214.98,false,false
DroidBench,Executor1.apk,9fa994ed-6cb8-4831-97c0-cb34101eb2c3,10.189,39.22,215.48,false,false
DroidBench,JavaThread1.apk,137272bc-6a24-440c-b43f-295b13a41837,10.191,128.92,261.24,false,false
DroidBench,JavaThread2.apk,90a443e5-e820-4c8c-bfe1-e177d8c28706,10.226,130.14,261.18,false,false
DroidBench,Looper1.apk,0c747b6d-3ac7-4df8-ab17-87ea204554df,10.180,69.04,251.66,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign-v2.apk,95722bd4-7875-4509-b6f6-c4acbea69a30,10.226,72.92,253.71,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign.apk,e1181ea4-0001-4af2-9d5c-b6ecd4f24085,10.206,68.89,257.43,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-malicious.apk,880dec98-b3ce-4097-8511-743b3d0ef57f,10.213,62.45,261.45,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-secure.apk,5ca0ecb7-a68e-4900-8431-beb5c01d0e16,10.198,73.20,264.31,false,false
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-benign.apk,2c13bffd-6fe2-44ca-9b5d-ad7c3f6ba02d,10.175,70.37,263.92,false,false
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-malicious.apk,6659a200-1998-4733-bdf1-175b566d9196,10.203,73.67,268.32,false,false
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-secure.apk,9afeb562-9b39-4d01-b9dd-f67ba9da6d78,10.200,69.31,272.06,false,false
Ghera,ConstantKey-ForgeryAttack-Lean-benign.apk,cda84085-aea8-48be-834f-f14fd5fd6920,10.168,65.39,272.00,false,false
Ghera,app-debug.apk,677ee985-d9d5-428a-a99a-f403dc5bcf86,20.312,45.33,267.84,false,false
Ghera,ConstantKey-ForgeryAttack-Lean-malicious.apk,f5a12dff-6f0f-4143-9573-349f4c111c0c,10.236,72.77,282.93,false,false
Ghera,ConstantKey-ForgeryAttack-Lean-secure.apk,e48e762d-5df9-4b94-ae25-6a171c55ddb9,10.183,70.84,285.80,false,false
Ghera,ExposedCredentials-InformationExposure-Lean-benign.apk,f1167234-dd8b-47e7-8c5c-e34d3cc632ac,10.243,65.05,286.53,false,false
Ghera,ExposedCredentials-InformationExposure-Lean-malicious.apk,c4fdf33c-5453-4b08-b881-5da683053e21,10.237,66.39,293.52,false,false
Ghera,ExposedCredentials-InformationExposure-Lean-secure.apk,b9d54579-e15e-4791-8e6d-034c2754083a,10.269,63.19,294.91,false,false
Ghera,PBE-ConstantSalt-InformationExposure-Lean-benign.apk,394288c5-14c4-4afb-abbf-067f38ad0754,10.281,69.00,295.51,false,false
Ghera,PBE-ConstantSalt-InformationExposure-Lean-malicious.apk,ab226b3d-61fc-4804-9215-e53f0b3afa8d,10.260,67.37,298.07,false,false
Ghera,PBE-ConstantSalt-InformationExposure-Lean-secure.apk,2b327a5b-dae8-41e0-b531-2215d4688f7d,20.470,47.91,293.62,false,false
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.apk,40ac5cfa-9b20-426f-a91e-9a4dcc8eff3a,21.290,34.39,299.75,false,false
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.apk,934a4037-7a72-4669-8ef7-4837c4fd0d58,11.134,5.11,279.89,false,false
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.apk,df050f3b-d2d2-40db-8d52-e84d7ab03ccd,10.133,80.24,282.76,false,false
Ghera,EmptyPendingIntent-PrivEscalation-Lean-benign.apk,a6ad22e7-7219-4ece-b4ed-db5459ed42ce,10.113,77.82,285.08,false,false
Ghera,EmptyPendingIntent-PrivEscalation-Lean-malicious.apk,10bd009a-573f-48e1-ae22-5f4dba536865,10.114,80.04,289.56,false,false
Ghera,EmptyPendingIntent-PrivEscalation-Lean-secure.apk,a062c757-24ef-43b1-891a-b05998a69b7b,10.111,79.38,293.22,false,false
Ghera,FragmentInjection-PrivEscalation-Lean-benign.apk,e6d68873-a4af-4c3f-a569-4b33c80da4a0,10.136,72.93,296.41,false,false
Ghera,FragmentInjection-PrivEscalation-Lean-malicious.apk,d54aec39-82d5-4cdb-9b32-cb8f3ab6c6ec,10.117,75.93,299.63,false,false
Ghera,FragmentInjection-PrivEscalation-Lean-secure.apk,ddcd2ef6-a3de-4e77-89ef-7f305f67769e,10.113,77.23,302.70,false,false
Ghera,HighPriority-ActivityHijack-Lean-benign.apk,e200ddcd-21d9-435a-b6f1-36ab4cd7a09a,10.124,85.50,307.54,false,false
Ghera,HighPriority-ActivityHijack-Lean-malicious.apk,382a38a9-d57e-4331-9c8b-405286c70163,10.113,78.14,311.36,false,false
Ghera,HighPriority-ActivityHijack-Lean-secure.apk,5e086232-e284-41f0-a2fb-fa553b720435,10.135,85.61,315.07,false,false
Ghera,ImplicitPendingIntent-IntentHijack-Lean-benign.apk,cc47b992-50af-48d2-a1b1-53cce28584a4,10.139,90.33,318.52,false,false
Ghera,ImplicitPendingIntent-IntentHijack-Lean-malicious.apk,5e065b76-29ae-40c4-bc63-1d62e1321ee5,10.131,89.55,321.86,false,false
Ghera,ImplicitPendingIntent-IntentHijack-Lean-secure.apk,42c5f81b-0393-473c-9051-2d83ea39c7eb,10.119,86.19,325.28,false,false
Ghera,InadequatePathPermission-InformationExposure-Lean-benign.apk,ffcf3a1d-53e8-467c-a533-9d9770304577,10.116,82.04,328.25,false,false
Ghera,InadequatePathPermission-InformationExposure-Lean-malicious.apk,bba35ae7-a101-4273-a10c-56b0ec3002f4,10.126,84.60,331.34,false,false
Ghera,InadequatePathPermission-InformationExposure-Lean-secure.apk,9c1de9f0-e429-4ffb-83e3-1ac430d7c828,10.128,85.17,334.29,false,false
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.apk,c304ce52-49c7-4ff8-a23c-8e180f1c511a,10.132,83.04,335.77,false,false
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.apk,44c70617-d5db-47ec-a894-4ba45920367a,10.131,86.25,339.19,false,false
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.apk,772879b9-398f-4584-b1a3-8543eac5ca03,10.116,83.70,342.35,false,false
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.apk,7e4deb3b-9449-4141-959a-282a4d5d3a91,10.134,82.52,345.22,false,false
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.apk,0a4a9ab1-572b-4d24-9600-a569fc3d7bb0,10.126,81.45,348.34,false,false
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.apk,736f8b33-0341-4208-a8e2-854520e67fa3,10.138,83.45,351.45,false,false
Ghera,OrderedBroadcast-DataInjection-Lean-benign.apk,16edd43e-07ee-427b-a665-813af86b8b24,10.131,82.33,354.54,false,false
Ghera,OrderedBroadcast-DataInjection-Lean-malicious.apk,a85eb9fd-64b7-4206-accd-a731190dc941,10.129,81.90,356.72,false,false
Ghera,OrderedBroadcast-DataInjection-Lean-secure.apk,2856906d-5b08-4c33-9958-2dd590551083,10.122,84.70,360.00,false,false
Ghera,StickyBroadcast-DataInjection-Lean-benign.apk,885b2c48-ed02-4eed-af77-28267ae204ce,10.130,90.66,363.48,false,false
Ghera,StickyBroadcast-DataInjection-Lean-malicious.apk,15ea12cd-71c1-458b-ad25-91e7cbc107c0,10.144,92.19,366.55,false,false
Ghera,StickyBroadcast-DataInjection-Lean-secure.apk,b8a1e8c9-7599-4566-91bf-eb9989b77377,10.120,91.44,369.86,false,false
Ghera,TaskAffinity-ActivityHijack-Lean-benign.apk,dd3bde51-4a82-4497-bba3-da2d13a5a597,10.124,88.56,373.00,false,false
Ghera,TaskAffinity-ActivityHijack-Lean-malicious.apk,346825c1-ade0-46e8-9bdf-3b6b50ea04ac,10.120,82.32,375.92,false,false
Ghera,TaskAffinity-ActivityHijack-Lean-secure.apk,e57fa4e8-b099-41fc-bac8-22a254672e89,10.121,90.25,379.35,false,false
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.apk,c4320816-47ec-4e90-9abe-5483cdeb4b79,10.156,72.02,417.65,false,false
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.apk,3abfa83f-94c4-4240-a7e6-ba4ef52818b0,10.214,91.29,429.42,false,false
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.apk,767aaf81-fb02-43e7-9237-01f0ad646e32,10.196,68.47,424.75,false,false
Ghera,TaskAffinity-PhishingAttack-Lean-benign.apk,a6ab29d9-8bfd-4065-8145-14981b6fd270,10.175,77.11,426.88,false,false
Ghera,TaskAffinity-PhishingAttack-Lean-malicious.apk,58901362-47f4-4a39-ace5-543e88539d29,10.196,77.60,436.07,false,false
Ghera,TaskAffinity-PhishingAttack-Lean-secure.apk,7e2fa1ee-e858-4524-8333-3dd6df3f7702,11.163,46.87,398.29,false,false
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.apk,3f322a99-e26e-4116-8f43-7dc8f2c408f5,11.110,62.71,401.23,false,false
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-malicious.apk,89784e6b-753e-481e-a127-38fe26b5765a,10.125,80.78,443.94,false,false
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-secure.apk,074afafb-0427-4e4d-a1ed-24e731129754,10.133,93.36,450.26,false,false
Ghera,UnhandledException-DOS-Lean-benign.apk,b264ae18-3df0-448e-b014-76c638bdf646,10.123,76.11,409.57,false,false
Ghera,UnhandledException-DOS-Lean-malicious.apk,dc596eec-dbb8-41a8-b2a8-e8adb2b63351,10.132,87.96,412.40,false,false
Ghera,UnhandledException-DOS-Lean-secure.apk,a30df78c-7a13-48ad-a6d7-deb3bcf202d1,10.128,73.97,415.04,false,false
Ghera,Mms.apk,f863af59-2456-4b85-b441-19317cc313ae,10.134,81.41,419.91,false,false
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-benign.apk,08bc28b4-1162-4c77-93f8-f23b18a2eec5,10.117,78.51,422.81,false,false
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-malicious.apk,5e931618-d216-4b86-8e4e-bb4ef91e5a5e,10.146,77.55,425.38,false,false
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-secure.apk,cddaf5f6-01a8-4770-ba32-e25f48dd951f,10.140,79.18,428.24,false,false
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-benign.apk,b9fbb178-1695-4fee-b925-36d92a3a8e22,10.126,77.66,431.04,false,false
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-malicious.apk,89effea3-36f9-4aa4-aafb-ea27e9a05c29,10.115,76.69,433.59,false,false
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-secure.apk,fb8be890-d055-4e92-bbbe-2d622d749f93,10.123,79.30,436.52,false,false
Ghera,CheckValidity-InformationExposure-Lean-benign.apk,e1165d66-d521-4577-8725-f3d5c1bf0189,10.149,86.21,439.76,false,false
Ghera,CheckValidity-InformationExposure-Lean-secure.apk,1ce1c0a6-1c32-436b-bcd4-081b794f107f,10.157,78.91,442.84,false,false
Ghera,IncorrectHostNameVerification-MITM-Lean-benign.apk,06ba7d88-13ad-4084-8b5d-25e6bed285c3,10.139,86.42,445.83,false,false
Ghera,IncorrectHostNameVerification-MITM-Lean-secure.apk,1468d2cc-e8f3-4df1-b4c8-11b375d7f697,10.143,76.44,449.09,false,false
Ghera,InsecureSSLSocket-MITM-Lean-benign.apk,3128d5dc-63b1-4a0f-8871-a74d998dc5ae,10.121,84.66,452.16,false,false
Ghera,InsecureSSLSocket-MITM-Lean-secure.apk,d28097f0-7afa-42b1-8ba7-f013dc0fd7ca,10.135,87.96,455.53,false,false
Ghera,InsecureSSLSocketFactory-MITM-Lean-benign.apk,c692214a-19b2-4cf5-aafe-5c880c351c9f,10.155,91.26,458.93,false,false
Ghera,InsecureSSLSocketFactory-MITM-Lean-secure.apk,fa570882-932c-454c-b1a8-7a4d8851615b,10.140,86.55,461.44,false,false
Ghera,InvalidCertificateAuthority-MITM-Lean-benign.apk,983b424c-e9f1-4556-ad65-7a58953f29de,10.131,88.84,464.74,false,false
Ghera,InvalidCertificateAuthority-MITM-Lean-secure.apk,0cb7e503-50b6-4fc6-8d09-0e73cad85ad7,10.133,90.92,467.74,false,false
Ghera,OpenSocket-InformationLeak-Lean-benign.apk,28cd7fed-96f5-49ce-95c2-574068006e91,10.134,88.73,480.05,false,false
Ghera,OpenSocket-InformationLeak-Lean-malicious.apk,427b60bc-6ec1-4fdc-969d-d87276369bff,10.160,84.24,472.76,false,false
Ghera,OpenSocket-InformationLeak-Lean-secure.apk,6e6acecf-3aee-4d52-8877-646dbc46c05f,10.134,84.02,475.68,false,false
Ghera,UnEncryptedSocketComm-MITM-Lean-benign.apk,f647bd22-fd4d-466a-b892-d8b626cc9ffb,10.130,83.12,478.70,false,false
Ghera,UnEncryptedSocketComm-MITM-Lean-secure.apk,ad5175c1-efec-4dfb-9b90-2035b2a2c599,10.129,86.10,481.56,false,false
Ghera,UnpinnedCertificates-MITM-Lean-benign.apk,f74df142-a493-4cde-81b3-cfbc3f731a40,10.146,93.70,485.39,false,false
Ghera,UnpinnedCertificates-MITM-Lean-secure.apk,eb888de6-858d-499b-8df0-9b74a1a4e262,10.140,84.75,487.99,false,false
Ghera,MergeManifest-UnintendedBehavior-Lean-benign.apk,67249d64-e4ea-4d26-b566-80892219f4ba,10.137,91.22,491.60,false,false
