dataset,apk,scan_id,expected,detected,detected_findings,status,note
Ghera,app-debug.apk,ad7b1969-2dad-4c6b-846b-9437b559f11a,true,true,4,completed,
Ghera,ConstantKey-ForgeryAttack-Lean-malicious.apk,addae9e2-a778-41fa-bc51-4685fc2f4f18,true,true,4,completed,
Ghera,ConstantKey-ForgeryAttack-Lean-secure.apk,4f99361e-75c6-4373-aef1-f883450ad6f6,false,true,5,completed,
Ghera,ExposedCredentials-InformationExposure-Lean-benign.apk,8a6e3aa3-cd61-4e09-84a9-07a8c8e1d19a,false,true,4,completed,
Ghera,ExposedCredentials-InformationExposure-Lean-malicious.apk,a1a6cefe-7fe2-4692-9c41-715c382753d2,true,true,4,completed,
Ghera,ExposedCredentials-InformationExposure-Lean-secure.apk,c13f84b2-50c2-4403-938e-184dbd1813e3,false,true,4,completed,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-benign.apk,7308b973-3c6b-4b61-b94e-af4767587a7b,false,true,5,completed,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-malicious.apk,0150f0f0-4b84-45be-8403-c22673f8d355,true,true,4,completed,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-secure.apk,914d57ca-c529-4a3b-aeb7-ddd00c6916ae,false,true,5,completed,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.apk,e859e2d0-f58c-4b7e-8e53-478e237f4e82,false,true,4,completed,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.apk,e6aded66-b9b9-4cd1-b3c9-130e632d494e,true,true,4,completed,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.apk,015b06f1-ce37-48ed-8753-cf02489425d9,false,true,4,completed,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-benign.apk,4faf73a1-c775-425e-98ed-82bf68d17cf1,false,true,4,completed,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-malicious.apk,c04d630b-e092-4e7f-bf7d-848aadea0380,true,true,5,completed,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-secure.apk,b0b85388-4f73-4468-836f-e4503902f793,false,true,4,completed,
Ghera,FragmentInjection-PrivEscalation-Lean-benign.apk,e5e275f3-796b-40e5-80cb-12f2330c532e,false,true,4,completed,
Ghera,FragmentInjection-PrivEscalation-Lean-malicious.apk,62098964-4e25-448f-ad61-804f50612a2c,true,true,4,completed,
Ghera,FragmentInjection-PrivEscalation-Lean-secure.apk,9f980b65-d55e-4900-b165-081b42560e59,false,true,4,completed,
Ghera,HighPriority-ActivityHijack-Lean-benign.apk,bb5bee0c-5e8b-4996-9a4b-256758bae974,false,true,4,completed,
Ghera,HighPriority-ActivityHijack-Lean-malicious.apk,03f065b9-6a66-4390-934b-ca7d6aa1746f,true,true,5,completed,
Ghera,HighPriority-ActivityHijack-Lean-secure.apk,47dcbf99-2f03-4018-8841-a56e35e88b49,false,true,4,completed,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-benign.apk,7158039f-7d7a-4a4a-bc9e-f5f1ef76d702,false,true,4,completed,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-malicious.apk,1e387659-96ad-48d7-b3c8-82a04179817e,true,true,6,completed,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-secure.apk,a18ed8f2-0693-46a8-b995-a6f690dbc4af,false,true,4,completed,
Ghera,InadequatePathPermission-InformationExposure-Lean-benign.apk,6fb75952-4026-4bfa-8cfd-919378ebce14,false,true,6,completed,
Ghera,InadequatePathPermission-InformationExposure-Lean-malicious.apk,e0de9560-c0a1-40c1-9e00-e718eb4d050d,true,true,4,completed,
Ghera,InadequatePathPermission-InformationExposure-Lean-secure.apk,2fd821f7-4152-436f-9874-44fb2e1a7290,false,true,6,completed,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.apk,dfc612bb-bc58-41c4-8f80-3593bd20bbdf,false,true,5,completed,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.apk,36cad96b-414a-40b5-a54f-2ad25f6962e5,true,true,4,completed,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.apk,150796f0-ac62-4269-9352-44f20304b062,false,true,5,completed,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.apk,95378914-66a0-4f4b-9661-b7c55be34e1f,false,true,5,completed,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.apk,08ab70ad-d450-440e-90a3-ed0a76bd02c2,true,true,4,completed,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.apk,c2ef5a80-5ed4-4670-ae08-6ac2c4d31b39,false,true,5,completed,
Ghera,OrderedBroadcast-DataInjection-Lean-benign.apk,113dbd05-1ce8-4971-83dc-0bc7f67d8518,false,true,5,completed,
Ghera,OrderedBroadcast-DataInjection-Lean-malicious.apk,db63fa27-93ba-44ec-be73-36eb396dd231,true,true,5,completed,
Ghera,OrderedBroadcast-DataInjection-Lean-secure.apk,6249acf2-a595-40db-be9a-dd5a8e7be0a7,false,true,5,completed,
Ghera,StickyBroadcast-DataInjection-Lean-benign.apk,82445167-a5bd-41fd-b35b-9f7fe5871e33,false,true,4,completed,
Ghera,StickyBroadcast-DataInjection-Lean-malicious.apk,3e7dcf5b-0d49-4974-9f07-18dadc649621,true,true,4,completed,
Ghera,StickyBroadcast-DataInjection-Lean-secure.apk,d361fc41-61f9-45c1-a349-6da7370ac04a,false,true,4,completed,
Ghera,TaskAffinity-ActivityHijack-Lean-benign.apk,051dc92a-bbc5-4788-b6a0-3b6713da55ad,false,true,4,completed,
Ghera,TaskAffinity-ActivityHijack-Lean-malicious.apk,2cbf54b9-4390-42cd-b5a9-3c6280df24c4,true,true,4,completed,
Ghera,TaskAffinity-ActivityHijack-Lean-secure.apk,ab7cf0e5-8757-4cb5-8c8f-414995d3a48f,false,true,4,completed,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.apk,c6f632e3-cd99-40bc-bc6f-a563e0b23211,false,true,4,completed,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.apk,ad2e4b35-b599-4b67-8e05-6d1ce3350945,true,true,4,completed,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.apk,b8397098-955d-4d16-9945-a9c36270cc06,false,true,4,completed,
Ghera,TaskAffinity-PhishingAttack-Lean-benign.apk,5e89325b-511c-4c07-af36-ee22185bc893,false,true,4,completed,
Ghera,TaskAffinity-PhishingAttack-Lean-malicious.apk,c7a68121-b5e4-44b1-a526-1e3e73cd08ac,true,true,4,completed,
Ghera,TaskAffinity-PhishingAttack-Lean-secure.apk,04f9c929-52b1-4657-8cc5-43910781d212,false,true,4,completed,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.apk,8064b603-5180-4055-973d-77f01bdb4c2a,false,true,4,completed,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-malicious.apk,5bfc2dca-bcef-4101-a01a-3ba341a4e49f,true,true,4,completed,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-secure.apk,fac29064-4d86-4fc5-8ca4-73fe17e6b4c5,false,true,4,completed,
Ghera,UnhandledException-DOS-Lean-benign.apk,ae1cdd5d-fda4-4757-9520-3497c94602ec,false,true,4,completed,
Ghera,UnhandledException-DOS-Lean-malicious.apk,55199de2-1e22-463d-87e2-793a845435f9,true,true,4,completed,
Ghera,UnhandledException-DOS-Lean-secure.apk,02b6a90d-4397-47ec-a93a-65b86c958668,false,true,4,completed,
Ghera,Mms.apk,bde91cae-b7f1-490f-a333-8f012feb859b,true,true,21,completed,
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-benign.apk,7c594e43-93a3-43f1-93ea-de736166b74d,false,true,5,completed,
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-malicious.apk,f2ad2b2b-3c6a-43d7-b5b6-4a0d55af0f55,true,true,4,completed,
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-secure.apk,f232d9d2-2199-4bda-8917-f3494e3a6c6b,false,true,5,completed,
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-benign.apk,fed03aab-42fa-4b6a-bc7b-18dc61af1e1e,false,true,5,completed,
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-malicious.apk,fdf5c198-bcea-4be9-bc06-82cadf33e2d8,true,true,4,completed,
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-secure.apk,fdab8c57-cdde-4bce-82ac-5c8d28e1449e,false,true,5,completed,
Ghera,CheckValidity-InformationExposure-Lean-benign.apk,1dcf8be9-1383-4b8a-bd66-e0ea0a86297b,false,true,4,completed,
Ghera,CheckValidity-InformationExposure-Lean-secure.apk,0fb45906-dce4-42b6-96b2-76590d56f0c4,false,true,4,completed,
Ghera,IncorrectHostNameVerification-MITM-Lean-benign.apk,92a1ee86-6c65-42fa-bb50-e52130da7c9d,false,true,4,completed,
Ghera,IncorrectHostNameVerification-MITM-Lean-secure.apk,cda48f65-dfbf-44ca-9dc6-3df55ed82e55,false,true,4,completed,
Ghera,InsecureSSLSocket-MITM-Lean-benign.apk,f98bca57-cef7-4581-8873-e92fed887788,false,true,4,completed,
Ghera,InsecureSSLSocket-MITM-Lean-secure.apk,f9c11084-957a-42c0-92dc-1be67965b653,false,true,4,completed,
Ghera,InsecureSSLSocketFactory-MITM-Lean-benign.apk,d3661dd8-5d89-41e8-9ed6-ebe10bc51ebd,false,true,4,completed,
Ghera,InsecureSSLSocketFactory-MITM-Lean-secure.apk,65b09670-6657-49dd-96c3-4cbd57473513,false,true,4,completed,
Ghera,InvalidCertificateAuthority-MITM-Lean-benign.apk,1b8fe4cf-2e98-4cd5-98ee-2002dc2fa075,false,true,4,completed,
Ghera,InvalidCertificateAuthority-MITM-Lean-secure.apk,cde09fa1-663f-48b7-9579-a6e77b96b0b2,false,true,4,completed,
Ghera,OpenSocket-InformationLeak-Lean-benign.apk,faf62967-c9e8-48c7-a467-a82cbdcaffae,false,true,4,completed,
Ghera,OpenSocket-InformationLeak-Lean-malicious.apk,0947a62e-031c-41fd-9a98-345f9f67f0bb,true,true,4,completed,
Ghera,OpenSocket-InformationLeak-Lean-secure.apk,10d3a19b-57d3-42b2-a3bc-4b0ae5e593bf,false,true,4,completed,
Ghera,UnEncryptedSocketComm-MITM-Lean-benign.apk,6f094eb0-4429-446b-968c-204d3672a3d0,false,true,4,completed,
Ghera,UnEncryptedSocketComm-MITM-Lean-secure.apk,d527772e-4b67-4f48-bb3b-8972e20c3ab5,false,true,4,completed,
Ghera,UnpinnedCertificates-MITM-Lean-benign.apk,1ab41243-1f44-478c-95de-ee65c91fcb31,false,true,4,completed,
Ghera,UnpinnedCertificates-MITM-Lean-secure.apk,8c3bd3ff-cb18-4e6b-a66d-406a2d2e2375,false,true,4,completed,
Ghera,MergeManifest-UnintendedBehavior-Lean-benign.apk,d72fb7d6-2cc3-4b3d-ad94-c32512580599,false,true,5,completed,
Ghera,MergeManifest-UnintendedBehavior-Lean-malicious.apk,45d8393c-5726-4218-a9b4-cb84211b0b15,true,true,4,completed,
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-benign.apk,857ad091-120f-4eaa-b411-235d37375660,false,true,4,completed,
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-malicious.apk,d3a2bc3b-31d5-42f1-aca6-d4d5dba8f823,true,true,4,completed,
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-secure.apk,16007166-bb55-4ac2-9d31-93ff9d28d6b6,false,true,4,completed,
Ghera,UnnecesaryPerms-PrivEscalation-Lean-benign.apk,98953b4a-327a-4cc2-a0cf-d77939262fbc,false,true,5,completed,
Ghera,UnnecesaryPerms-PrivEscalation-Lean-malicious.apk,624b2bc3-d3c0-4991-b426-faa6ae7f811f,true,true,4,completed,
Ghera,UnnecesaryPerms-PrivEscalation-Lean-secure.apk,f534be24-ec93-4c3b-b14a-7b1780287f2e,false,true,5,completed,
Ghera,WeakPermission-UnauthorizedAccess-Lean-benign.apk,870e7753-169e-4b37-b9fd-3bfafcaa4fab,false,true,5,completed,
Ghera,WeakPermission-UnauthorizedAccess-Lean-malicious.apk,c8b9256c-4c9a-4eb1-8553-bf517fdf45a4,true,true,4,completed,
Ghera,WeakPermission-UnauthorizedAccess-Lean-secure.apk,c4a59163-562d-40e2-9b18-8cf21a33e920,false,true,5,completed,
Ghera,ExternalStorage-DataInjection-Lean-benign.apk,af14f516-52ed-4e9d-99f3-028e936915d3,false,true,4,completed,
Ghera,ExternalStorage-DataInjection-Lean-malicious.apk,5957ec04-e15d-4b14-b86c-799a79f10288,true,true,4,completed,
Ghera,ExternalStorage-DataInjection-Lean-secure.apk,663c0667-906a-4699-a194-09ea0289a9bd,false,true,4,completed,
Ghera,ExternalStorage-InformationLeak-Lean-benign.apk,213337a7-7a12-4735-900f-2414633e0a63,false,true,4,completed,
Ghera,ExternalStorage-InformationLeak-Lean-malicious.apk,c892f451-da26-41d8-ac2d-a7fdc3e5278e,true,true,4,completed,
Ghera,ExternalStorage-InformationLeak-Lean-secure.apk,e3fe7d78-d975-40a6-93a6-5e2d9860e502,false,true,4,completed,
Ghera,InternalStorage-DirectoryTraversal-Lean-benign.apk,13557a98-eb39-42a3-a3a0-45856f21c683,false,true,4,completed,
Ghera,InternalStorage-DirectoryTraversal-Lean-malicious.apk,b5148c37-8b67-4fd6-9f85-ef86a3220631,true,true,4,completed,
Ghera,InternalStorage-DirectoryTraversal-Lean-secure.apk,b640a054-edc7-48d2-b73f-43e72c46a568,false,true,4,completed,
