dataset,apk,scan_id,runtime_seconds,cpu_percent,ram_mb,report_success,sarif_success
DroidBench,Loop1.apk,e4efceb1-f692-4962-ad8d-cf2365cd5800,10.139,1.57,198.43,false,false
DroidBench,Loop2.apk,f9fa52ab-9afa-437e-9c8f-3d450106a91e,10.144,1.27,199.03,false,false
DroidBench,Serialization1.apk,ebd60836-10ac-476e-9b58-38edfb49ab07,0.782,1.28,199.10,false,false
DroidBench,SourceCodeSpecific1.apk,4c5d0c2b-e9e1-4d6a-9806-4cd0759a4977,10.126,1.64,200.11,false,false
DroidBench,StartProcessWithSecret1.apk,c763ff70-6441-460d-931e-5e56fa7fa328,0.821,1.70,200.12,false,false
DroidBench,StaticInitialization1.apk,06361b96-b88e-496f-9cc3-9daa538e5d76,10.138,1.83,200.67,false,false
DroidBench,StaticInitialization2.apk,ab1121e0-7738-485a-abaa-ab666bc27d78,10.145,1.10,201.47,false,false
DroidBench,StaticInitialization3.apk,0fd35555-b995-48db-bbc7-582939fe0060,0.785,1.77,201.58,false,false
DroidBench,StringFormatter1.apk,ea1fb29f-fe70-4788-ba51-6107619adfd6,0.767,1.28,201.61,false,false
DroidBench,StringPatternMatching1.apk,2ccb44fe-c2f8-4a1f-bfa3-78a8a2d5de12,0.757,1.35,201.64,false,false
DroidBench,StringToCharArray1.apk,03971f2c-ca5f-4950-9f90-52ba4a38a872,0.784,1.47,201.78,false,false
DroidBench,StringToOutputStream1.apk,a1576e55-1df5-4432-b74a-fa0b9f765b0a,0.776,1.04,201.80,false,false
DroidBench,UnreachableCode.apk,99746ba9-81ee-4cb3-a819-139e62229d36,10.138,1.30,202.77,false,false
DroidBench,VirtualDispatch1.apk,5c2ce863-7f74-4328-b63a-f1518efd1949,10.148,0.89,203.62,false,false
DroidBench,VirtualDispatch2.apk,cbab23f0-b84a-4395-ac28-01f0d719e52e,0.792,1.22,203.68,false,false
DroidBench,VirtualDispatch3.apk,6c18aa27-284e-4724-91c4-4fbfc3b46f4c,10.124,36.28,206.30,false,false
DroidBench,VirtualDispatch4.apk,a2b84255-ade7-4df6-8c66-17fdf3bcd301,10.126,32.71,209.13,false,false
DroidBench,ImplicitFlow1.apk,7d1f0cc1-1d1a-49ed-bebe-8125d700dcb2,11.112,0.88,210.25,false,false
DroidBench,ImplicitFlow2.apk,4b3d020b-6ef9-4d9a-a2ae-73422fd00999,11.127,1.08,211.00,false,false
DroidBench,ImplicitFlow3.apk,7851f9b9-2641-4d4d-835d-cf72df794401,11.085,1.13,210.99,false,false
DroidBench,ImplicitFlow4.apk,4c46b04e-0ee8-4a3b-927a-b8550ace4255,10.136,1.29,211.95,false,false
DroidBench,Echoer.apk,5e9c81d7-7b80-44d7-a92d-14bac1f44aa7,10.136,10.19,212.88,false,false
DroidBench,SendSMS.apk,de97c926-25b4-4d71-8746-f9a36aba1fb9,10.124,9.84,214.14,false,false
DroidBench,StartActivityForResult1.apk,e5d0080c-9f44-4e8e-8362-0517885e3234,10.134,9.94,214.91,false,false
DroidBench,ActivityCommunication1.apk,ba9b8867-707b-4159-a0b4-a160058ab8d6,10.130,1.24,216.14,false,false
DroidBench,ActivityCommunication2.apk,3cf628ab-48b9-4e11-b215-3887ae662eb2,10.130,10.93,217.67,false,false
DroidBench,ActivityCommunication3.apk,ff9b3730-1b9b-49f6-b608-0b9cbe499dc6,10.131,10.94,218.90,false,false
DroidBench,ActivityCommunication4.apk,0a512674-8703-4371-9d53-ffc6b5258684,10.130,10.84,220.18,false,false
DroidBench,ActivityCommunication5.apk,d63f59bb-9355-450a-b9ed-50de5d6bcf38,10.126,11.25,221.24,false,false
DroidBench,ActivityCommunication6.apk,aa64ece9-6433-409a-998b-bd39f47ffac8,10.148,11.12,222.75,false,false
DroidBench,ActivityCommunication7.apk,58a3aae4-9706-4d8f-adc5-ce501e947598,10.136,11.05,223.52,false,false
DroidBench,ActivityCommunication8.apk,71c97d3c-5d27-4e0b-9e98-b0d2d29c845a,10.131,11.29,225.42,false,false
DroidBench,BroadcastTaintAndLeak1.apk,e267826a-f6be-4f60-b066-07035cc1078b,0.766,1.40,225.16,false,false
DroidBench,ComponentNotInManifest1.apk,c3cf37ce-b5c5-4ea0-a849-88bca6aeac1b,10.145,11.28,226.94,false,false
DroidBench,EventOrdering1.apk,2e991c46-c743-4df7-a092-173f0a20ba8c,10.142,11.29,227.53,false,false
DroidBench,IntentSink1.apk,90269141-5d4a-43b9-be59-ab6cd5331153,10.129,1.25,228.14,false,false
DroidBench,IntentSink2.apk,94219443-7eb0-4285-a78f-7504fae4defa,10.153,1.58,229.04,false,false
DroidBench,IntentSource1.apk,df976b28-6a80-4f87-afc3-faa440076164,10.121,10.96,230.14,false,false
DroidBench,ServiceCommunication1.apk,76fe8939-68ec-4ac4-a4c1-1560c21bc1b8,0.788,1.48,230.52,false,false
DroidBench,SharedPreferences1.apk,298a7da8-f8d9-4e3f-ab62-ba861bd75738,0.781,0.97,230.66,false,false
DroidBench,Singletons1.apk,5c4de4ab-969e-4291-8045-bdf0a8cf7dae,0.811,1.64,230.77,false,false
DroidBench,UnresolvableIntent1.apk,77523fe0-d525-4a5d-8365-fde3c612f771,10.129,11.13,232.26,false,false
DroidBench,ActivityLifecycle1.apk,bf14ba9b-0c18-490c-a198-92277d0cd39c,10.144,1.46,232.80,false,false
DroidBench,ActivityLifecycle2.apk,60ee43bd-82b1-4fb1-930a-03615e481b03,10.129,1.17,233.61,false,false
DroidBench,ActivityLifecycle3.apk,907f794c-8a5b-4dc2-8be2-15b98ff8a67e,10.125,1.03,234.40,false,false
DroidBench,ActivityLifecycle4.apk,715c2204-c101-4f6b-96c8-4a9ee44a6092,10.132,1.07,235.72,false,false
DroidBench,ActivitySavedState1.apk,b1a764a0-3d34-43ba-9b0d-4e5a29df1cb1,0.899,1.11,235.17,false,false
DroidBench,ApplicationLifecycle1.apk,e57bfa75-ec7b-4a63-bc83-82202421b339,10.151,1.47,236.09,false,false
DroidBench,ApplicationLifecycle2.apk,33517c26-4f72-4e10-96e3-e0a629127ce1,10.138,1.51,236.92,false,false
DroidBench,ApplicationLifecycle3.apk,2973a483-344f-4c33-8d21-5b93a3c7fa65,10.129,2.65,237.86,false,false
DroidBench,AsynchronousEventOrdering1.apk,8939835c-1769-4c1b-8997-987983cc518f,0.856,0.54,237.89,false,false
DroidBench,BroadcastReceiverLifecycle1.apk,5bd8e2ae-0a4e-4b07-9c1b-9d7aa529cad3,10.117,0.75,239.15,false,false
DroidBench,BroadcastReceiverLifecycle2.apk,4ff13304-17ff-46c0-834f-6233d580e6ca,10.132,16.63,240.02,false,false
DroidBench,EventOrdering1.apk,6b8751c1-95b1-43a4-abac-a426bc42b860,0.882,1.00,239.91,false,false
DroidBench,FragmentLifecycle1.apk,47de3ce9-e178-4eef-b9ec-1bf0a1cfc256,10.146,18.97,241.33,false,false
DroidBench,FragmentLifecycle2.apk,8df41b5b-4ce4-4469-953f-0cd8b5c03803,10.135,0.67,241.87,false,false
DroidBench,ServiceLifecycle1.apk,1c82bf84-332e-4fd8-8c11-25f6153f439b,10.129,1.61,242.60,false,false
DroidBench,ServiceLifecycle2.apk,1f1bf024-d775-4fdf-ad17-03c6ebc8aa34,0.904,0.66,242.65,false,false
DroidBench,SharedPreferenceChanged1.apk,e7b95c4d-cd40-4158-8dd7-1df557e35112,0.888,0.61,242.68,false,false
DroidBench,Reflection1.apk,4b4383f5-ee64-4c36-9eeb-7f526e4a8139,11.081,0.80,243.69,false,false
DroidBench,Reflection2.apk,d684d970-d01e-404a-9766-22e3bcf826a6,11.106,0.66,244.07,false,false
DroidBench,Reflection3.apk,3676fe24-fbef-4215-8a8d-ca4286ea10dc,11.121,0.62,244.94,false,false
DroidBench,AsyncTask1.apk,23965c26-a3b8-466d-8f30-28f66a3ce5c3,10.123,14.49,245.92,false,false
DroidBench,Executor1.apk,2d3ddb8e-7c4b-499e-849c-ecc0842cb1aa,10.152,13.98,247.11,false,false
DroidBench,JavaThread1.apk,8f58b6b6-925f-47ca-80ba-31ea281a82ad,10.142,48.38,248.50,false,false
DroidBench,JavaThread2.apk,fff616aa-a8da-4829-869f-9dc2aff1acc0,10.141,27.02,250.43,false,false
DroidBench,Looper1.apk,dc6b3a34-308e-42c7-97f0-ff225bc77f1a,10.133,68.00,252.52,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign-v2.apk,9d46243b-864a-40da-9612-8ee794fb9ee6,10.139,66.98,291.04,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign.apk,6370af05-7db5-49e5-966e-aa0c9f43183c,10.132,57.04,259.27,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-malicious.apk,b4851c0b-db29-4f88-bf6b-6dae2f0df36b,10.121,59.55,262.16,false,false
Ghera,BlockCipher-ECB-InformationExposure-Lean-secure.apk,a8a9e18d-256d-4604-8a34-1c24bd329ac7,10.140,59.13,264.89,false,false
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-benign.apk,d258f53d-677c-4a28-b101-ee95a2a78972,10.139,59.94,267.85,false,false
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-malicious.apk,14659307-b892-4f7e-af95-a91bbe7c7991,10.131,63.44,271.27,false,false
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-secure.apk,40c41216-f1eb-4ef1-b80a-d6d13c07cc1e,10.148,50.30,273.94,false,false
Ghera,ConstantKey-ForgeryAttack-Lean-benign.apk,a6471581-c324-4b7b-a404-9806e1cb9ce7,10.132,57.26,276.55,false,false
Ghera,app-debug.apk,ad7b1969-2dad-4c6b-846b-9437b559f11a,10.135,70.77,279.82,false,false
Ghera,ConstantKey-ForgeryAttack-Lean-malicious.apk,addae9e2-a778-41fa-bc51-4685fc2f4f18,10.155,57.18,283.60,false,false
Ghera,ConstantKey-ForgeryAttack-Lean-secure.apk,4f99361e-75c6-4373-aef1-f883450ad6f6,10.148,71.69,286.58,false,false
Ghera,ExposedCredentials-InformationExposure-Lean-benign.apk,8a6e3aa3-cd61-4e09-84a9-07a8c8e1d19a,10.133,58.08,289.60,false,false
Ghera,ExposedCredentials-InformationExposure-Lean-malicious.apk,a1a6cefe-7fe2-4692-9c41-715c382753d2,10.143,62.58,292.83,false,false
Ghera,ExposedCredentials-InformationExposure-Lean-secure.apk,c13f84b2-50c2-4403-938e-184dbd1813e3,10.144,58.19,296.78,false,false
Ghera,PBE-ConstantSalt-InformationExposure-Lean-benign.apk,7308b973-3c6b-4b61-b94e-af4767587a7b,10.137,53.46,299.42,false,false
Ghera,PBE-ConstantSalt-InformationExposure-Lean-malicious.apk,0150f0f0-4b84-45be-8403-c22673f8d355,10.142,62.29,301.14,false,false
Ghera,PBE-ConstantSalt-InformationExposure-Lean-secure.apk,914d57ca-c529-4a3b-aeb7-ddd00c6916ae,10.136,44.40,304.18,false,false
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.apk,e859e2d0-f58c-4b7e-8e53-478e237f4e82,10.136,50.23,307.60,false,false
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.apk,e6aded66-b9b9-4cd1-b3c9-130e632d494e,10.142,45.73,310.33,false,false
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.apk,015b06f1-ce37-48ed-8753-cf02489425d9,10.139,55.91,313.54,false,false
Ghera,EmptyPendingIntent-PrivEscalation-Lean-benign.apk,4faf73a1-c775-425e-98ed-82bf68d17cf1,10.132,50.01,316.84,false,false
Ghera,EmptyPendingIntent-PrivEscalation-Lean-malicious.apk,c04d630b-e092-4e7f-bf7d-848aadea0380,10.138,56.34,320.23,false,false
Ghera,EmptyPendingIntent-PrivEscalation-Lean-secure.apk,b0b85388-4f73-4468-836f-e4503902f793,10.156,63.42,321.68,false,false
Ghera,FragmentInjection-PrivEscalation-Lean-benign.apk,e5e275f3-796b-40e5-80cb-12f2330c532e,10.137,58.02,325.72,false,false
Ghera,FragmentInjection-PrivEscalation-Lean-malicious.apk,62098964-4e25-448f-ad61-804f50612a2c,10.135,63.33,328.65,false,false
Ghera,FragmentInjection-PrivEscalation-Lean-secure.apk,9f980b65-d55e-4900-b165-081b42560e59,11.158,8.08,331.50,false,false
Ghera,HighPriority-ActivityHijack-Lean-benign.apk,bb5bee0c-5e8b-4996-9a4b-256758bae974,11.093,17.12,334.72,false,false
Ghera,HighPriority-ActivityHijack-Lean-malicious.apk,03f065b9-6a66-4390-934b-ca7d6aa1746f,11.101,6.79,337.47,false,false
Ghera,HighPriority-ActivityHijack-Lean-secure.apk,47dcbf99-2f03-4018-8841-a56e35e88b49,10.127,69.29,341.08,false,false
Ghera,ImplicitPendingIntent-IntentHijack-Lean-benign.apk,7158039f-7d7a-4a4a-bc9e-f5f1ef76d702,10.134,60.25,341.99,false,false
Ghera,ImplicitPendingIntent-IntentHijack-Lean-malicious.apk,1e387659-96ad-48d7-b3c8-82a04179817e,10.122,63.71,343.32,false,false
Ghera,ImplicitPendingIntent-IntentHijack-Lean-secure.apk,a18ed8f2-0693-46a8-b995-a6f690dbc4af,10.137,60.60,347.33,false,false
Ghera,InadequatePathPermission-InformationExposure-Lean-benign.apk,6fb75952-4026-4bfa-8cfd-919378ebce14,10.132,52.65,350.52,false,false
Ghera,InadequatePathPermission-InformationExposure-Lean-malicious.apk,e0de9560-c0a1-40c1-9e00-e718eb4d050d,10.143,48.80,353.47,false,false
Ghera,InadequatePathPermission-InformationExposure-Lean-secure.apk,2fd821f7-4152-436f-9874-44fb2e1a7290,10.121,49.89,355.93,false,false
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.apk,dfc612bb-bc58-41c4-8f80-3593bd20bbdf,10.138,48.84,359.01,false,false
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.apk,36cad96b-414a-40b5-a54f-2ad25f6962e5,10.146,51.31,361.13,false,false
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.apk,150796f0-ac62-4269-9352-44f20304b062,10.132,53.26,364.50,false,false
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.apk,95378914-66a0-4f4b-9661-b7c55be34e1f,10.131,59.84,367.27,false,false
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.apk,08ab70ad-d450-440e-90a3-ed0a76bd02c2,10.123,57.21,370.45,false,false
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.apk,c2ef5a80-5ed4-4670-ae08-6ac2c4d31b39,10.125,58.03,373.01,false,false
Ghera,OrderedBroadcast-DataInjection-Lean-benign.apk,113dbd05-1ce8-4971-83dc-0bc7f67d8518,10.135,56.19,376.03,false,false
Ghera,OrderedBroadcast-DataInjection-Lean-malicious.apk,db63fa27-93ba-44ec-be73-36eb396dd231,10.139,58.30,378.81,false,false
Ghera,OrderedBroadcast-DataInjection-Lean-secure.apk,6249acf2-a595-40db-be9a-dd5a8e7be0a7,10.143,66.94,380.43,false,false
Ghera,StickyBroadcast-DataInjection-Lean-benign.apk,82445167-a5bd-41fd-b35b-9f7fe5871e33,10.144,59.59,383.03,false,false
Ghera,StickyBroadcast-DataInjection-Lean-malicious.apk,3e7dcf5b-0d49-4974-9f07-18dadc649621,10.113,59.49,386.55,false,false
Ghera,StickyBroadcast-DataInjection-Lean-secure.apk,d361fc41-61f9-45c1-a349-6da7370ac04a,10.121,62.50,389.47,false,false
Ghera,TaskAffinity-ActivityHijack-Lean-benign.apk,051dc92a-bbc5-4788-b6a0-3b6713da55ad,10.116,62.91,392.93,false,false
Ghera,TaskAffinity-ActivityHijack-Lean-malicious.apk,2cbf54b9-4390-42cd-b5a9-3c6280df24c4,10.139,59.64,393.91,false,false
Ghera,TaskAffinity-ActivityHijack-Lean-secure.apk,ab7cf0e5-8757-4cb5-8c8f-414995d3a48f,10.130,58.59,397.16,false,false
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.apk,c6f632e3-cd99-40bc-bc6f-a563e0b23211,10.124,63.58,399.75,false,false
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.apk,ad2e4b35-b599-4b67-8e05-6d1ce3350945,10.144,56.59,402.54,false,false
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.apk,b8397098-955d-4d16-9945-a9c36270cc06,10.132,57.50,406.30,false,false
Ghera,TaskAffinity-PhishingAttack-Lean-benign.apk,5e89325b-511c-4c07-af36-ee22185bc893,10.132,63.42,409.10,false,false
Ghera,TaskAffinity-PhishingAttack-Lean-malicious.apk,c7a68121-b5e4-44b1-a526-1e3e73cd08ac,10.137,57.89,410.24,false,false
Ghera,TaskAffinity-PhishingAttack-Lean-secure.apk,04f9c929-52b1-4657-8cc5-43910781d212,10.125,63.28,414.03,false,false
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.apk,8064b603-5180-4055-973d-77f01bdb4c2a,10.120,61.92,415.74,false,false
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-malicious.apk,5bfc2dca-bcef-4101-a01a-3ba341a4e49f,10.146,57.83,418.74,false,false
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-secure.apk,fac29064-4d86-4fc5-8ca4-73fe17e6b4c5,10.131,64.35,422.03,false,false
Ghera,UnhandledException-DOS-Lean-benign.apk,ae1cdd5d-fda4-4757-9520-3497c94602ec,10.133,57.99,424.49,false,false
Ghera,UnhandledException-DOS-Lean-malicious.apk,55199de2-1e22-463d-87e2-793a845435f9,10.146,61.16,427.66,false,false
Ghera,UnhandledException-DOS-Lean-secure.apk,02b6a90d-4397-47ec-a93a-65b86c958668,10.130,49.64,430.54,false,false
Ghera,Mms.apk,bde91cae-b7f1-490f-a333-8f012feb859b,11.080,14.94,435.57,false,false
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-benign.apk,7c594e43-93a3-43f1-93ea-de736166b74d,11.100,13.02,438.14,false,false
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-malicious.apk,f2ad2b2b-3c6a-43d7-b5b6-4a0d55af0f55,11.121,14.62,441.01,false,false
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-secure.apk,f232d9d2-2199-4bda-8917-f3494e3a6c6b,10.133,60.32,444.00,false,false
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-benign.apk,fed03aab-42fa-4b6a-bc7b-18dc61af1e1e,10.134,62.98,446.79,false,false
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-malicious.apk,fdf5c198-bcea-4be9-bc06-82cadf33e2d8,10.124,62.83,448.25,false,false
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-secure.apk,fdab8c57-cdde-4bce-82ac-5c8d28e1449e,10.152,56.88,450.89,false,false
Ghera,CheckValidity-InformationExposure-Lean-benign.apk,1dcf8be9-1383-4b8a-bd66-e0ea0a86297b,10.131,66.06,452.86,false,false
Ghera,CheckValidity-InformationExposure-Lean-secure.apk,0fb45906-dce4-42b6-96b2-76590d56f0c4,10.127,56.90,456.21,false,false
Ghera,IncorrectHostNameVerification-MITM-Lean-benign.apk,92a1ee86-6c65-42fa-bb50-e52130da7c9d,10.137,66.49,458.95,false,false
Ghera,IncorrectHostNameVerification-MITM-Lean-secure.apk,cda48f65-dfbf-44ca-9dc6-3df55ed82e55,10.123,56.52,461.66,false,false
Ghera,InsecureSSLSocket-MITM-Lean-benign.apk,f98bca57-cef7-4581-8873-e92fed887788,10.665,32.68,463.97,false,false
Ghera,InsecureSSLSocket-MITM-Lean-secure.apk,f9c11084-957a-42c0-92dc-1be67965b653,11.107,16.46,466.69,false,false
Ghera,InsecureSSLSocketFactory-MITM-Lean-benign.apk,d3661dd8-5d89-41e8-9ed6-ebe10bc51ebd,11.134,15.86,470.13,false,false
Ghera,InsecureSSLSocketFactory-MITM-Lean-secure.apk,65b09670-6657-49dd-96c3-4cbd57473513,10.130,61.52,473.80,false,false
Ghera,InvalidCertificateAuthority-MITM-Lean-benign.apk,1b8fe4cf-2e98-4cd5-98ee-2002dc2fa075,10.131,62.57,475.60,false,false
Ghera,InvalidCertificateAuthority-MITM-Lean-secure.apk,cde09fa1-663f-48b7-9579-a6e77b96b0b2,10.114,52.91,479.05,false,false
Ghera,OpenSocket-InformationLeak-Lean-benign.apk,faf62967-c9e8-48c7-a467-a82cbdcaffae,10.133,53.08,482.20,false,false
Ghera,OpenSocket-InformationLeak-Lean-malicious.apk,0947a62e-031c-41fd-9a98-345f9f67f0bb,10.138,54.94,484.64,false,false
Ghera,OpenSocket-InformationLeak-Lean-secure.apk,10d3a19b-57d3-42b2-a3bc-4b0ae5e593bf,10.132,62.82,487.41,false,false
Ghera,UnEncryptedSocketComm-MITM-Lean-benign.apk,6f094eb0-4429-446b-968c-204d3672a3d0,10.132,63.28,490.50,false,false
Ghera,UnEncryptedSocketComm-MITM-Lean-secure.apk,d527772e-4b67-4f48-bb3b-8972e20c3ab5,10.125,63.68,493.45,false,false
Ghera,UnpinnedCertificates-MITM-Lean-benign.apk,1ab41243-1f44-478c-95de-ee65c91fcb31,10.126,72.63,496.41,false,false
Ghera,UnpinnedCertificates-MITM-Lean-secure.apk,8c3bd3ff-cb18-4e6b-a66d-406a2d2e2375,10.135,55.90,499.55,false,false
Ghera,MergeManifest-UnintendedBehavior-Lean-benign.apk,d72fb7d6-2cc3-4b3d-ad94-c32512580599,10.132,64.79,502.70,false,false
