dataset,apk,scan_id,expected,detected,detected_findings,category,status,note
DroidBench,Button5.apk,29dba7a5-071f-4257-a2e1-7d553be9a05f,true,true,4,,completed,
DroidBench,LocationLeak1.apk,a66a0737-198b-4262-bb39-7d24502ad83d,true,true,4,,completed,
DroidBench,LocationLeak2.apk,adab018f-8008-492a-81ab-c36d769d27c5,true,true,4,,completed,
DroidBench,LocationLeak3.apk,077c7ed7-fa2d-4883-b090-7bf849d819c9,true,true,4,,completed,
DroidBench,MethodOverride1.apk,09fe8e51-3280-4c42-b41c-3e9f9ce0212a,true,true,4,,completed,
DroidBench,MultiHandlers1.apk,66e4ec6d-d68d-483b-8427-b07474f7c0fb,true,true,3,,completed,
DroidBench,Ordering1.apk,8a6f133a-9647-4c7a-acd5-baec8883654f,true,true,4,,completed,
DroidBench,RegisterGlobal1.apk,82d66c12-7fbc-46e3-9bf5-071c05da3694,true,true,4,,completed,
DroidBench,RegisterGlobal2.apk,d6e7f153-a270-4d7c-b0ff-cb85ff4dba03,true,true,4,,completed,
DroidBench,Unregister1.apk,db0f07e8-4bea-4cf2-974d-b4ddca89f4d4,true,true,4,,completed,
DroidBench,ContentProvider1.apk,fad3bee9-6165-4dda-99aa-5470297336fc,true,true,4,,completed,
DroidBench,IMEI1.apk,abc1ce43-4df7-4e2b-ad4f-c94d2592a195,true,true,4,,completed,
DroidBench,PlayStore1.apk,8489d1d8-92ba-40bd-a066-56263a104b7b,true,true,4,,completed,
DroidBench,FieldSensitivity1.apk,d5dace30-e826-4f20-a5cb-eb1220e1e568,true,true,4,,completed,
DroidBench,FieldSensitivity2.apk,52e87901-77a0-4950-a3c6-20e753ee53de,true,true,4,,completed,
DroidBench,FieldSensitivity3.apk,94d9eba0-feff-4692-a7d9-8574a58e2e59,true,true,4,,completed,
DroidBench,FieldSensitivity4.apk,049f7436-0b03-4452-9e88-84d912e60080,true,true,4,,completed,
DroidBench,InheritedObjects1.apk,49a764e6-9378-4c6e-8ccc-b9398794f796,true,true,4,,completed,
DroidBench,ObjectSensitivity1.apk,c3f08242-77c6-4145-9d08-93e2e5b0b04e,true,true,4,,completed,
DroidBench,ObjectSensitivity2.apk,3ad09f6f-905d-438a-b238-455e8ebbb1cf,true,true,4,,completed,
DroidBench,Clone1.apk,33e3d8df-e266-442c-bc87-f09cf2aca0c1,true,true,4,,completed,
DroidBench,Exceptions1.apk,f757de30-77ff-484d-8028-820c4a5103ba,true,true,4,,completed,
DroidBench,Exceptions2.apk,5b69a0d4-cc8c-4e32-a277-8f6b493f8e4e,true,true,4,,completed,
DroidBench,Exceptions3.apk,f6e63ead-249a-46b6-a92a-72b7ad1bfab9,true,true,4,,completed,
DroidBench,Exceptions4.apk,a988af8f-60c8-423c-8827-9bd7f7c37311,true,true,4,,completed,
DroidBench,FactoryMethods1.apk,62c9d1fe-82e8-4bb9-8dc9-7fd0745de280,true,true,4,,completed,
DroidBench,Loop1.apk,52d01f9c-bba4-4c4c-b31f-b18753bb3dbc,true,true,4,,completed,
DroidBench,Loop2.apk,2c15b3fd-ba8e-4bc4-977e-dda9471a93fe,true,true,4,,completed,
DroidBench,Serialization1.apk,bc81a839-40a1-47ed-9c3d-9849aab3cb80,true,true,4,,completed,
DroidBench,SourceCodeSpecific1.apk,9a26e2ee-6f34-4499-84e0-afff2d7336fb,true,true,4,,completed,
DroidBench,StartProcessWithSecret1.apk,acbcbb35-e942-43ac-b4b9-8c7d78fb17c3,true,true,4,,completed,
DroidBench,StaticInitialization1.apk,b308f5cb-05aa-45d6-90e0-32043ebfbc63,true,true,4,,completed,
DroidBench,StaticInitialization2.apk,7a37b6c4-9990-4b5d-a971-35506b819a99,true,true,4,,completed,
DroidBench,StaticInitialization3.apk,57221a78-4c3c-435a-9037-499f7403e71a,true,true,4,,completed,
DroidBench,StringFormatter1.apk,f87ed023-f565-42e2-a3e5-9bc4dd6b3fee,true,true,4,,completed,
DroidBench,StringPatternMatching1.apk,b7766619-441b-407c-9919-87f0a9b14a74,true,true,4,,completed,
DroidBench,StringToCharArray1.apk,6bfc419c-c1fb-4140-a162-1360fea0d341,true,true,4,,completed,
DroidBench,StringToOutputStream1.apk,73acb02e-5c25-4602-9602-45fea5a3cb2f,true,true,4,,completed,
DroidBench,UnreachableCode.apk,707c4f97-d0bf-433a-ab93-091d70529ffd,true,true,4,,completed,
DroidBench,VirtualDispatch1.apk,fc5618c0-54c4-4c6c-9198-66de828c033f,true,true,4,,completed,
