sample_id,project_name,package_name,project_path,apk_path,apk_sha256,fix_category,label_source,label_confidence,label_review_status,template_id,variant_id,ground_truth_rule,inserted_indicators,inserted_locations,primary_issue_count,build_status
controlled-00030,weak_hash_0029,com.mobilesec.controlled.weak_hash0029,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0029,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0029.apk,89b50950864ab4b57345097c7b3949419fb61ef25466b433fe2ab8c82c4d83f9,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,message_digest_sha1,Intentional weak hash API usage markers.,"[""MessageDigest.getInstance"", ""SHA-1""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00031,weak_hash_0030,com.mobilesec.controlled.weak_hash0030,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0030,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0030.apk,0ba4dcdd41880800eb2b3d8b9c9e813ca9eef55037452a14f61c82d8c0f2fc69,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,checksum_md5_password,Intentional weak hash API usage markers.,"[""DigestUtils.md5Hex"", ""MD5 password hash""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00032,weak_hash_0031,com.mobilesec.controlled.weak_hash0031,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0031,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0031.apk,8674c0594326a14b532e7662bfee90c1ce4e60755761b46d54f8a9a0a706b48d,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,sha1_certificate_pin,Intentional weak hash API usage markers.,"[""SHA-1 pin"", ""SHA1PRNG""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00033,weak_hash_0032,com.mobilesec.controlled.weak_hash0032,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0032,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0032.apk,3cb3488c93c9646ffd97045b19cdb17ce52386a1fe7ad9a83752a668ab03319d,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,message_digest_md5,Intentional weak hash API usage markers.,"[""MessageDigest.getInstance"", ""MD5""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00034,weak_hash_0033,com.mobilesec.controlled.weak_hash0033,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0033,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0033.apk,09961828b8d4bb76a0eab4febabbacfda54564d85af4095799d2b036531bfb2e,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,message_digest_sha1,Intentional weak hash API usage markers.,"[""MessageDigest.getInstance"", ""SHA-1""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00035,weak_hash_0034,com.mobilesec.controlled.weak_hash0034,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0034,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0034.apk,c52e2944c7414a2e75f279207d147c9eb8912ee2f34a2041068944741331a5ca,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,checksum_md5_password,Intentional weak hash API usage markers.,"[""DigestUtils.md5Hex"", ""MD5 password hash""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00036,weak_hash_0035,com.mobilesec.controlled.weak_hash0035,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0035,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0035.apk,22c040b86ec3a494096172752091018d388659dbccc964b7b1d55f08034d1d6b,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,sha1_certificate_pin,Intentional weak hash API usage markers.,"[""SHA-1 pin"", ""SHA1PRNG""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00037,weak_hash_0036,com.mobilesec.controlled.weak_hash0036,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0036,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0036.apk,4bd3013d3f156537337d5a68c993d7ceadcf2bebac90b7b654ffc982e252ecc8,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,message_digest_md5,Intentional weak hash API usage markers.,"[""MessageDigest.getInstance"", ""MD5""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00038,weak_hash_0037,com.mobilesec.controlled.weak_hash0037,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0037,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0037.apk,79f26c66650a1feac17eaaa32b66a52a0536584586270da72f43ba2add1b8ea1,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,message_digest_sha1,Intentional weak hash API usage markers.,"[""MessageDigest.getInstance"", ""SHA-1""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00039,weak_hash_0038,com.mobilesec.controlled.weak_hash0038,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0038,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0038.apk,35745fa3909811382bcfcf9c1db6f667f81e1d29ab1a30fcad3fbcfa59b070c9,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,checksum_md5_password,Intentional weak hash API usage markers.,"[""DigestUtils.md5Hex"", ""MD5 password hash""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00040,weak_hash_0039,com.mobilesec.controlled.weak_hash0039,/tmp/controlled_apktool_dataset_v2/projects/weak_hash_0039,/tmp/controlled_apktool_dataset_v2/apks/weak_hash_0039.apk,c89d861ac6420bc7090ec2819af0217f985c37e590fc807e0528b9aa5eaf9797,FIX_WEAK_HASH,controlled_apktool_template,1.0,accepted,weak_hash,sha1_certificate_pin,Intentional weak hash API usage markers.,"[""SHA-1 pin"", ""SHA1PRNG""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00041,weak_cipher_0000,com.mobilesec.controlled.weak_cipher0000,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0000,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0000.apk,c9575b9728d16e24073f78db72209a9f93d16291ea5325a5e9ddc20a886bf5d7,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,aes_ecb_pkcs5,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""AES/ECB/PKCS5Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00042,weak_cipher_0001,com.mobilesec.controlled.weak_cipher0001,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0001,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0001.apk,b86b6f437f041e613c7c927c4bb1743e080ab57bc9fcc71eb5717bd55baff224,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,aes_ecb_nopadding,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""AES/ECB/NoPadding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00043,weak_cipher_0002,com.mobilesec.controlled.weak_cipher0002,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0002,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0002.apk,b1972592219cf9709af22ece441b979ba93128e9f252dd02db86c19e55952ec1,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,des_ecb,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""DES/ECB/PKCS5Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00044,weak_cipher_0003,com.mobilesec.controlled.weak_cipher0003,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0003,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0003.apk,85ab8e6a5207f063de3984e908e532fde842d49b748c15b82f431806f9b7c5b1,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,rc4_stream_cipher,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""ARC4/RC4""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00045,weak_cipher_0004,com.mobilesec.controlled.weak_cipher0004,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0004,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0004.apk,fe3cff324ad9fea046ee5b25caf411defe1753b37b4aa5005113df6418752bf1,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,aes_ecb_pkcs5,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""AES/ECB/PKCS5Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00046,weak_cipher_0005,com.mobilesec.controlled.weak_cipher0005,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0005,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0005.apk,40c13ced486ffaa56a3799ffce2304a866860908bd8221d3108f5577de26af4e,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,aes_ecb_nopadding,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""AES/ECB/NoPadding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00047,weak_cipher_0006,com.mobilesec.controlled.weak_cipher0006,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0006,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0006.apk,7920c3ce9bd1f51ead156780d09efee4993322dde9132a73f17ae4bcdc1244ee,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,des_ecb,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""DES/ECB/PKCS5Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00048,weak_cipher_0007,com.mobilesec.controlled.weak_cipher0007,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0007,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0007.apk,9dc2254071da680a8b26ac8b1fb6d3bba0c06c5997192cb48aa163061f8831d0,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,rc4_stream_cipher,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""ARC4/RC4""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00049,weak_cipher_0008,com.mobilesec.controlled.weak_cipher0008,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0008,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0008.apk,1a27b6df603f8c2a2d4bf7c0b4096022f4e9caf84d5b79a706b1f443d138b14e,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,aes_ecb_pkcs5,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""AES/ECB/PKCS5Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00050,weak_cipher_0009,com.mobilesec.controlled.weak_cipher0009,/tmp/controlled_apktool_dataset_v2/projects/weak_cipher_0009,/tmp/controlled_apktool_dataset_v2/apks/weak_cipher_0009.apk,daa6e0af3dbc9666a3898ffb83e4f46d17eb4734a97ac0924ceb1fde3bac60a6,FIX_WEAK_CIPHER,controlled_apktool_template,1.0,accepted,weak_cipher,aes_ecb_nopadding,Intentional weak cipher transformation markers.,"[""Cipher.getInstance"", ""AES/ECB/NoPadding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
