dataset,apk,scan_id,expected,detected,detected_findings,category,status,note
DroidBench,ObjectSensitivity2.apk,b0096f81-67f1-4107-9aab-e24eb38d0fa1,true,true,4,,completed,
DroidBench,Clone1.apk,330599ac-1b58-4802-86b2-aa1270304d6f,true,true,4,,completed,
DroidBench,Exceptions1.apk,76a0d5ac-637d-409e-8a89-6bca88fc2cce,true,true,4,,completed,
DroidBench,Exceptions2.apk,8d7ce8b0-99f9-4b1d-8308-ef4c47e0b866,true,true,4,,completed,
DroidBench,Exceptions3.apk,c2b531da-7185-4be0-abd0-dea14e220997,true,true,4,,completed,
DroidBench,Exceptions4.apk,4c4eb891-9554-42aa-8c87-beb6901243ab,true,true,4,,completed,
DroidBench,FactoryMethods1.apk,78dc977e-1b2e-4579-9932-79c6824e9eb4,true,true,4,,completed,
DroidBench,Loop1.apk,0fbd54c6-1d3e-4625-bf91-0cabbb536904,true,true,4,,completed,
DroidBench,Loop2.apk,0b0ed512-5c3b-4b68-b483-152f6bce55bc,true,true,4,,completed,
DroidBench,Serialization1.apk,e03c87e2-e46c-475b-9516-39e5ef6e471d,true,true,4,,completed,
DroidBench,SourceCodeSpecific1.apk,f264ee72-3a08-4982-aa6f-56244295bf16,true,true,4,,completed,
DroidBench,StartProcessWithSecret1.apk,136cfe31-b5db-49b1-aaee-6a7e78804cba,true,true,4,,completed,
DroidBench,StaticInitialization1.apk,033a27cc-66a1-4a4d-9fa6-64adb0a3c4d8,true,true,4,,completed,
DroidBench,StaticInitialization2.apk,0c877818-3af2-477e-8fbf-292766409297,true,true,4,,completed,
DroidBench,StaticInitialization3.apk,1dac860f-5fed-4654-9dba-65dde609f892,true,true,4,,completed,
DroidBench,StringFormatter1.apk,8da86dc0-447c-4809-b686-57e032d5b32d,true,true,4,,completed,
DroidBench,StringPatternMatching1.apk,0afb2c65-ce0d-4e1c-9fff-0bbf22f5cf6a,true,true,4,,completed,
DroidBench,StringToCharArray1.apk,e4be74bd-90ed-42c0-886f-bdcf6e5f0068,true,true,4,,completed,
DroidBench,StringToOutputStream1.apk,bb91ac44-5f77-4eb5-9f8e-9a6cb3ad5ac9,true,true,4,,completed,
DroidBench,UnreachableCode.apk,e147eb37-e354-4ee8-8769-13e9ff37623c,true,true,4,,completed,
DroidBench,VirtualDispatch1.apk,35e8c26e-b5c1-45a5-a5f6-8ebe7bcd2cab,true,true,4,,completed,
DroidBench,VirtualDispatch2.apk,62ebc0b7-8f85-42d5-a0b1-225d9bcb55db,true,true,4,,completed,
DroidBench,VirtualDispatch3.apk,0ffaa3c8-f344-4616-b754-74775ea9456f,true,true,4,,completed,
DroidBench,VirtualDispatch4.apk,e067e4f9-145d-4351-9de6-8dc977d5c623,true,true,4,,completed,
DroidBench,ImplicitFlow1.apk,9c15a3bf-d15b-494f-88d8-cf5b9248255e,true,true,4,,completed,
DroidBench,ImplicitFlow2.apk,93a8603a-a968-45e5-ba7c-fb21321e177b,true,true,4,,completed,
DroidBench,ImplicitFlow3.apk,e87a1022-a23a-4d85-91b6-e6afbe4e3b86,true,true,4,,completed,
DroidBench,ImplicitFlow4.apk,d1639f15-07f4-478d-b4dc-148d2c5bf5eb,true,true,4,,completed,
DroidBench,Echoer.apk,01f9b14e-089d-4636-be60-22060e437672,true,true,3,,completed,
DroidBench,SendSMS.apk,268c07c8-dbd4-49e0-ae5a-6cd0eb473fac,true,true,3,,completed,
DroidBench,StartActivityForResult1.apk,9272d9d0-3ea9-4aca-af1d-3afb512a04cc,true,true,3,,completed,
DroidBench,ActivityCommunication1.apk,d2f547c7-03ad-42ca-963b-d2ca1935e27e,true,true,5,,completed,
DroidBench,ActivityCommunication2.apk,a8e6f447-8947-4274-9d0d-cfa4f382c02f,true,true,6,,completed,
DroidBench,ActivityCommunication3.apk,6f678eb1-59b3-444a-9c17-5d0f576b5279,true,true,6,,completed,
DroidBench,ActivityCommunication4.apk,bc639ecd-3d8e-4cff-b52b-deee440c910e,true,true,6,,completed,
DroidBench,ActivityCommunication5.apk,de356775-66d2-423e-a749-0555304945c1,true,true,4,,completed,
DroidBench,ActivityCommunication6.apk,0273484f-1218-49b8-9d29-8bf46966d078,true,true,6,,completed,
DroidBench,ActivityCommunication7.apk,a221f61d-4385-4b04-9725-69d45319bfc4,true,true,4,,completed,
DroidBench,ActivityCommunication8.apk,e20dad15-237e-4971-b3fb-8b1d27183ead,true,true,6,,completed,
DroidBench,BroadcastTaintAndLeak1.apk,447dd97e-868d-4b13-b5a2-1a61590e4c86,true,true,4,,completed,
DroidBench,ComponentNotInManifest1.apk,f20cdfcd-854b-41c8-8bcb-ff7afd10e3f1,true,true,4,,completed,
DroidBench,EventOrdering1.apk,a52a2e76-0e27-41ca-bf9b-ba9eb5e9b718,true,true,6,,completed,
DroidBench,IntentSink1.apk,9901d14b-bb14-439c-ae2f-29f7b2bc7409,true,true,3,,completed,
DroidBench,IntentSink2.apk,7da4c5a7-024d-4664-9703-7c4edc18373a,true,true,4,,completed,
DroidBench,IntentSource1.apk,4b7eea21-7dc3-4b5d-afec-456391a01806,true,true,4,,completed,
DroidBench,ServiceCommunication1.apk,db64180d-57fd-4889-8d09-530c9d36d93a,true,true,4,,completed,
DroidBench,SharedPreferences1.apk,20ec3269-d4df-4189-846e-c28242f21d0b,true,true,5,,completed,
DroidBench,Singletons1.apk,d73f8e2d-9d30-4d2c-9933-9ca4e6aaf25d,true,true,5,,completed,
DroidBench,UnresolvableIntent1.apk,2c01e2e1-94f5-412f-945f-559662d406c4,true,true,6,,completed,
DroidBench,ActivityLifecycle1.apk,89df116d-d1af-4044-807c-47aa8ec7b098,true,true,5,,completed,
DroidBench,ActivityLifecycle2.apk,69c028a8-cacf-4816-9978-2f0a15132ece,true,true,4,,completed,
DroidBench,ActivityLifecycle3.apk,cd7be46f-d11a-4fa8-a0e4-61881ceab54a,true,true,4,,completed,
DroidBench,ActivityLifecycle4.apk,fc73c49d-c3eb-4dd9-a958-c264684ad579,true,true,4,,completed,
DroidBench,ActivitySavedState1.apk,3a86f7e1-231d-4a0b-b42c-0169ea26af2d,true,true,4,,completed,
DroidBench,ApplicationLifecycle1.apk,f69d97fe-1e7c-411e-9aa9-169ea478c771,true,true,4,,completed,
DroidBench,ApplicationLifecycle2.apk,8790d2fb-33e7-495c-a420-1dab90cc3f0d,true,true,5,,completed,
DroidBench,ApplicationLifecycle3.apk,fdef793f-8e6e-491a-ba7d-39df9120137d,true,true,5,,completed,
DroidBench,AsynchronousEventOrdering1.apk,4ab217e0-28c9-425c-9164-58e0acb99486,true,true,4,,completed,
DroidBench,BroadcastReceiverLifecycle1.apk,b1d031a6-9c52-4ee1-81be-84a1c3febeed,true,true,4,,completed,
DroidBench,BroadcastReceiverLifecycle2.apk,fe913357-c831-4659-8cfd-e18a5b3d9d37,true,true,4,,completed,
DroidBench,EventOrdering1.apk,e4df92a8-828f-47fd-8165-18ff9e6aa9ca,true,true,4,,completed,
DroidBench,FragmentLifecycle1.apk,cc08e3ad-b4cd-4ae6-bd72-202c1c5e9ae2,true,true,4,,completed,
DroidBench,FragmentLifecycle2.apk,4e1ef5fd-810a-4fa2-8c25-bcd3d5805a8e,true,true,4,,completed,
DroidBench,ServiceLifecycle1.apk,c50aed22-7c32-4d97-8c0a-2cbc55ec087b,true,true,2,,completed,
DroidBench,ServiceLifecycle2.apk,9fd04978-d681-4a35-b223-66763b6aa14f,true,true,4,,completed,
DroidBench,SharedPreferenceChanged1.apk,adb4e0f4-997e-441f-b10d-a2287b12fbf8,true,true,4,,completed,
DroidBench,Reflection1.apk,acff8247-0b38-4346-864a-df1a8317bd94,true,true,4,,completed,
DroidBench,Reflection2.apk,b93fe26c-e00e-4b0f-9819-f1bff7c51a51,true,true,4,,completed,
DroidBench,Reflection3.apk,0abdf7cd-1dc5-4010-b649-e3c18127c204,true,true,4,,completed,
DroidBench,AsyncTask1.apk,5e659beb-1915-460a-80fc-9cc9be856a98,true,true,4,,completed,
DroidBench,Executor1.apk,763dc660-5430-4a17-a337-84d6d15efa37,true,true,4,,completed,
DroidBench,JavaThread1.apk,801c2a32-9bfb-409d-ab1e-3a0af47d28b7,true,true,4,,completed,
DroidBench,JavaThread2.apk,734cd923-3fff-4550-a88e-1ddfd13ce5c6,true,true,4,,completed,
DroidBench,Looper1.apk,4b43f70b-2c0f-4baf-9a7e-f261a7800c26,true,true,4,,completed,
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign-v2.apk,6f65357e-9f46-4d87-b40f-bbd906cde262,false,true,6,,completed,
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign.apk,33599113-8018-4ca7-992e-5f9590e52c9a,false,true,6,,completed,
Ghera,BlockCipher-ECB-InformationExposure-Lean-malicious.apk,e720112d-0d6f-4085-ba68-1f7ce9da6996,true,true,5,,completed,
Ghera,BlockCipher-ECB-InformationExposure-Lean-secure.apk,e5f5987e-6995-4af2-be55-695605fc47fd,false,true,6,,completed,
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-benign.apk,19b2b624-7dc0-4e4d-ba8c-fdde4ee7e5f8,false,true,6,,completed,
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-malicious.apk,3eee5507-43eb-4e57-865c-4440cae17634,true,true,5,,completed,
Ghera,BlockCipher-NonRandomIV-InformationExposure-Lean-secure.apk,a9410f69-42bf-4353-a706-cf79737056c3,false,true,6,,completed,
Ghera,ConstantKey-ForgeryAttack-Lean-benign.apk,100e81e5-2e25-46af-bbba-3b20e8c2aabe,false,true,6,,completed,
Ghera,app-debug.apk,28d84c92-6e25-4cc0-98c9-535be9cb78f1,true,true,5,,completed,
Ghera,ConstantKey-ForgeryAttack-Lean-malicious.apk,82ffc159-a5d4-44c1-ae9d-54fa8cf921a2,true,true,5,,completed,
Ghera,ConstantKey-ForgeryAttack-Lean-secure.apk,a8db06ab-5f04-4498-b5c3-5f229cad4310,false,true,6,,completed,
Ghera,ExposedCredentials-InformationExposure-Lean-benign.apk,c440104a-7252-4074-afc7-f972ac1e81ab,false,true,5,,completed,
Ghera,ExposedCredentials-InformationExposure-Lean-malicious.apk,9237800f-bcc5-4a22-841d-46f78256824b,true,true,5,,completed,
Ghera,ExposedCredentials-InformationExposure-Lean-secure.apk,545be2ed-b73e-4d6e-9c91-7d0daf7c9249,false,true,5,,completed,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-benign.apk,5d5cc6b9-6f9e-46c0-9887-29dfac94e559,false,true,6,,completed,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-malicious.apk,ca41d475-9969-4157-a3ad-d9bc0fcec611,true,true,5,,completed,
Ghera,PBE-ConstantSalt-InformationExposure-Lean-secure.apk,b49908d7-5252-4edc-8314-72790dd51f53,false,true,6,,completed,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-benign.apk,6d93c7bf-1e7c-40b7-b368-3e76a7acb083,false,true,5,,completed,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-malicious.apk,e7020d21-d2be-463e-9484-da7309f6ed94,true,true,5,,completed,
Ghera,DynamicRegBroadcastReceiver-UnrestrictedAccess-Lean-secure.apk,f749c19c-561d-443e-ad28-8b9abafd9663,false,true,5,,completed,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-benign.apk,9f4208e2-4727-46de-9023-e2805df76117,false,true,5,,completed,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-malicious.apk,6d75f503-237c-42fd-a052-9ce2c8c87d03,true,true,6,,completed,
Ghera,EmptyPendingIntent-PrivEscalation-Lean-secure.apk,7501e818-bb84-4e5b-ae0d-57a3fd88956f,false,true,5,,completed,
Ghera,FragmentInjection-PrivEscalation-Lean-benign.apk,a67c96ae-42d1-4a64-b6bc-237f8dd02a1e,false,true,5,,completed,
Ghera,FragmentInjection-PrivEscalation-Lean-malicious.apk,df643cf9-1c19-4ec6-943e-2928ca910573,true,true,5,,completed,
Ghera,FragmentInjection-PrivEscalation-Lean-secure.apk,e8713acf-1c16-4bfa-91d4-706ae20fe884,false,true,5,,completed,
Ghera,HighPriority-ActivityHijack-Lean-benign.apk,6d02dccc-eed6-4c28-8df1-0e9fe2fe75d9,false,true,5,,completed,
Ghera,HighPriority-ActivityHijack-Lean-malicious.apk,0b4edfdd-5b38-410b-bffa-8a24835f44ee,true,true,6,,completed,
Ghera,HighPriority-ActivityHijack-Lean-secure.apk,f01d0b7d-2e9d-48e1-a5b3-1f6e4e56d793,false,true,5,,completed,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-benign.apk,a69932c5-112f-424b-b396-c4de32e26a19,false,true,5,,completed,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-malicious.apk,b9d7a8e6-8f40-4204-a620-cbd3965f7009,true,true,7,,completed,
Ghera,ImplicitPendingIntent-IntentHijack-Lean-secure.apk,33cdb894-fafb-4fbe-856e-aee0aa5295f6,false,true,5,,completed,
Ghera,InadequatePathPermission-InformationExposure-Lean-benign.apk,204be718-c84f-46c6-911f-453fc259d1b4,false,true,7,,completed,
Ghera,InadequatePathPermission-InformationExposure-Lean-malicious.apk,c30c1d1e-ad7a-4e22-ac3b-eb0ba9cef1aa,true,true,5,,completed,
Ghera,InadequatePathPermission-InformationExposure-Lean-secure.apk,459e90ee-1187-40da-b9f9-22b74118cbdf,false,true,7,,completed,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-benign.apk,02613e91-da9a-4fe5-b46d-ebc2c1cd2117,false,true,6,,completed,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-malicious.apk,b5dbf00a-80bf-4996-8c1b-a725a85af4f0,true,true,5,,completed,
Ghera,IncorrectHandlingImplicitIntent-UnauthorizedAccess-Lean-secure.apk,eca7b838-d597-4113-81c0-fda3c376ae96,false,true,6,,completed,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-benign.apk,359a35da-66e5-49ad-a11d-bcc2887db00c,false,true,6,,completed,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-malicious.apk,5aeaf110-1881-43d2-b733-fd07314a8eb8,true,true,5,,completed,
Ghera,NoValidityCheckOnBroadcastMsg-UnintendedInvocation-Lean-secure.apk,365f36e3-77c8-4172-8cae-0fbf695f0639,false,true,6,,completed,
Ghera,OrderedBroadcast-DataInjection-Lean-benign.apk,d0a15a37-f981-443d-b645-726e66d4f4d4,false,true,6,,completed,
Ghera,OrderedBroadcast-DataInjection-Lean-malicious.apk,e3ffcff1-1273-4691-8db8-a06371f5a292,true,true,6,,completed,
Ghera,OrderedBroadcast-DataInjection-Lean-secure.apk,01a35875-d0fd-4d90-a2df-a04fc5030f2f,false,true,6,,completed,
Ghera,StickyBroadcast-DataInjection-Lean-benign.apk,7ca7216f-7dc7-41fa-abba-bb256bd3e2d5,false,true,5,,completed,
Ghera,StickyBroadcast-DataInjection-Lean-malicious.apk,a1f86098-09be-4ac9-b93c-57633dc5714e,true,true,5,,completed,
Ghera,StickyBroadcast-DataInjection-Lean-secure.apk,9372af9a-aed2-4dad-bd01-9cfd05330b2c,false,true,5,,completed,
Ghera,TaskAffinity-ActivityHijack-Lean-benign.apk,32a7c97b-4752-4175-8d0c-538fe6d0fd8e,false,true,5,,completed,
Ghera,TaskAffinity-ActivityHijack-Lean-malicious.apk,3ba7c046-6e2a-47c6-a176-59ecc6135af5,true,true,5,,completed,
Ghera,TaskAffinity-ActivityHijack-Lean-secure.apk,a35b0e89-8fc0-4c3c-8288-7e2e8014e370,false,true,5,,completed,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-benign.apk,42b91902-9ff5-4509-9a04-3e317352a62f,false,true,5,,completed,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-malicious.apk,50a9bb4c-d50d-4907-b3a8-22a2387a6624,true,true,5,,completed,
Ghera,TaskAffinity-LauncherActivity-PhishingAttack-Lean-secure.apk,686fc777-ca72-49a5-a3ad-4c888bfcd400,false,true,5,,completed,
Ghera,TaskAffinity-PhishingAttack-Lean-benign.apk,4eddff70-c766-4ebe-843e-fb4525ffaa32,false,true,5,,completed,
Ghera,TaskAffinity-PhishingAttack-Lean-malicious.apk,bb17f7d4-6abc-49d3-b9aa-82a0e8184cee,true,true,5,,completed,
Ghera,TaskAffinity-PhishingAttack-Lean-secure.apk,ebcdfde7-d2b1-4939-9995-7b50e5b1a3da,false,true,5,,completed,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-benign.apk,ab8c5a6d-6553-4b1d-98af-ead6afa486cf,false,true,5,,completed,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-malicious.apk,d87bb110-50ac-4f6d-a6e2-8c90bc53f570,true,true,5,,completed,
Ghera,TaskAffinityAndReparenting-PhishingAndDoSAttack-Lean-secure.apk,b021ad4e-9887-4da1-a1bd-37ff37cc36f9,false,true,5,,completed,
Ghera,UnhandledException-DOS-Lean-benign.apk,c15180cc-1323-4f66-8c4c-82f7a75b2d3b,false,true,5,,completed,
Ghera,UnhandledException-DOS-Lean-malicious.apk,fed94eeb-22af-4afb-bf2b-d98570c90a7a,true,true,5,,completed,
Ghera,UnhandledException-DOS-Lean-secure.apk,35d8dc08-657a-4eb8-9281-19e8cc69d7de,false,true,5,,completed,
Ghera,Mms.apk,47d26082-31f0-4aa0-9c74-697676fe13ff,true,true,22,,completed,
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-benign.apk,278cb474-51e6-4dd6-b010-52d8ff9c00a0,false,true,6,,completed,
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-malicious.apk,4464bf59-9776-4630-acf9-35e06d8f62a1,true,true,5,,completed,
Ghera,UnprotectedBroadcastRecv-PrivEscalation-Lean-secure.apk,6dd9564f-f0dc-4877-9d0b-cd660c509f2a,false,true,6,,completed,
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-benign.apk,c4166f57-ec09-4746-8ab7-906615911ced,false,true,6,,completed,
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-malicious.apk,2163e343-cc2c-4e04-a7d6-d56a562d3235,true,true,5,,completed,
Ghera,WeakChecksOnDynamicInvocation-DataInjection-Lean-secure.apk,1e1b7a1d-baab-41fc-a82f-663db2e4b476,false,true,6,,completed,
Ghera,CheckValidity-InformationExposure-Lean-benign.apk,21f78098-bd90-4a7c-9294-fb6970dd5ad5,false,true,5,,completed,
Ghera,CheckValidity-InformationExposure-Lean-secure.apk,dfe2ef26-458a-4985-9ac5-4e791d86fadb,false,true,5,,completed,
Ghera,IncorrectHostNameVerification-MITM-Lean-benign.apk,749f9fa9-6d29-4002-999d-cfa91a50df32,false,true,5,,completed,
Ghera,IncorrectHostNameVerification-MITM-Lean-secure.apk,b9603eb6-461e-4339-95c1-e87c4ef1d4af,false,true,5,,completed,
Ghera,InsecureSSLSocket-MITM-Lean-benign.apk,8d23e27a-7f41-409c-831c-004d1d1066d3,false,true,5,,completed,
Ghera,InsecureSSLSocket-MITM-Lean-secure.apk,4bbd901f-7106-4daa-8f7a-854b570e44b9,false,true,5,,completed,
Ghera,InsecureSSLSocketFactory-MITM-Lean-benign.apk,2f053741-4705-4921-a644-2126b5c722e1,false,true,5,,completed,
Ghera,InsecureSSLSocketFactory-MITM-Lean-secure.apk,1f02c5ed-ee75-4b3f-a285-595f7e4fc849,false,true,5,,completed,
Ghera,InvalidCertificateAuthority-MITM-Lean-benign.apk,619a4142-e655-4483-b1ac-257570fd16bc,false,true,5,,completed,
Ghera,InvalidCertificateAuthority-MITM-Lean-secure.apk,6b3721fe-5060-4e29-be0f-6a182e3d7e94,false,true,5,,completed,
Ghera,OpenSocket-InformationLeak-Lean-benign.apk,5ef450a0-5d0a-4528-bcc8-efe98edbb9a3,false,true,5,,completed,
Ghera,OpenSocket-InformationLeak-Lean-malicious.apk,a4f50e78-1ce7-44cb-b9b9-27b821b26614,true,true,5,,completed,
Ghera,OpenSocket-InformationLeak-Lean-secure.apk,7392f791-1dd4-4e67-96b7-2e17a61d021e,false,true,5,,completed,
Ghera,UnEncryptedSocketComm-MITM-Lean-benign.apk,68100d8e-ae8d-4f29-9e40-5afca84877c5,false,true,5,,completed,
Ghera,UnEncryptedSocketComm-MITM-Lean-secure.apk,794d08cf-9867-4d51-b38f-c1cc2e1e1a4c,false,true,5,,completed,
Ghera,UnpinnedCertificates-MITM-Lean-benign.apk,471418f4-3d6b-4fdd-adf9-847346112f7d,false,true,5,,completed,
Ghera,UnpinnedCertificates-MITM-Lean-secure.apk,a5ff9b5c-47e6-4991-94e9-65e233f54c13,false,true,5,,completed,
Ghera,MergeManifest-UnintendedBehavior-Lean-benign.apk,86bf462c-f702-4956-8f83-b3fcdc7957c7,false,true,6,,completed,
Ghera,MergeManifest-UnintendedBehavior-Lean-malicious.apk,c68a3072-3d21-4c54-9695-565a02f8b1ab,true,true,5,,completed,
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-benign.apk,d0e311b0-8f7e-46a9-bba0-7b3f932af74d,false,true,5,,completed,
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-malicious.apk,2562779d-cb31-4e9b-b12c-88a28c2121d0,true,true,5,,completed,
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-secure.apk,458e3789-33b4-42b7-828a-16b7db9161b7,false,true,5,,completed,
Ghera,UnnecesaryPerms-PrivEscalation-Lean-benign.apk,e86e0731-b682-4efc-834a-fbeb88c93b32,false,true,6,,completed,
Ghera,UnnecesaryPerms-PrivEscalation-Lean-malicious.apk,805ef734-4fae-439d-9024-c1d1cf26a795,true,true,5,,completed,
Ghera,UnnecesaryPerms-PrivEscalation-Lean-secure.apk,d467d201-daff-4a67-8455-2dcf87d18110,false,true,6,,completed,
Ghera,WeakPermission-UnauthorizedAccess-Lean-benign.apk,96f11aed-d245-4c03-ae0d-f56c6b8e2e7b,false,true,6,,completed,
Ghera,WeakPermission-UnauthorizedAccess-Lean-malicious.apk,5ca51d7c-c517-4c92-9918-ca9cc3a5b92a,true,true,5,,completed,
Ghera,WeakPermission-UnauthorizedAccess-Lean-secure.apk,d155c1d7-88c3-4f77-bc17-df968e287eb5,false,true,6,,completed,
Ghera,ExternalStorage-DataInjection-Lean-benign.apk,a85f1fdb-9bac-4a0f-8bed-017623369294,false,true,5,,completed,
Ghera,ExternalStorage-DataInjection-Lean-malicious.apk,dabbf32b-4d77-47ec-8d81-792e5aee3232,true,true,5,,completed,
Ghera,ExternalStorage-DataInjection-Lean-secure.apk,c30c0e44-40a6-42c1-8c39-fac0ca1bf33f,false,true,5,,completed,
Ghera,ExternalStorage-InformationLeak-Lean-benign.apk,c1b46c0a-92fa-4ffd-b63a-f870792c6a95,false,true,5,,completed,
Ghera,ExternalStorage-InformationLeak-Lean-malicious.apk,f0fc01af-5a79-4228-bcdd-9005176fe617,true,true,5,,completed,
