dataset,apk,scan_id,expected,detected,detected_findings,category,status,note
DroidBench,ContentProvider1.apk,3e98bb85-1b82-4c2d-87b6-694a64cd6298,true,true,4,,completed,
DroidBench,FieldSensitivity2.apk,bfc0eabb-091e-4d17-9f5f-0a167acba39f,true,true,4,,completed,
DroidBench,PlayStore1.apk,d37adf8d-fbbd-4966-8bbb-de8cf50d5c07,true,true,4,,completed,
DroidBench,IMEI1.apk,ac6bac32-8556-4933-a177-1fb8c3250fcd,true,true,4,,completed,
DroidBench,FieldSensitivity1.apk,bd526efd-6ec0-480c-a6b3-9b66ebd31e2a,true,true,4,,completed,
DroidBench,ObjectSensitivity1.apk,99da4b39-c1c9-482d-ba4f-cd3ab5045df5,true,true,4,,completed,
DroidBench,FieldSensitivity4.apk,5727084d-fe52-44e8-9a38-6a7771d7ed7f,true,true,4,,completed,
DroidBench,InheritedObjects1.apk,f6e2aefd-e29c-4e8d-b2c8-e20acb976e78,true,true,4,,completed,
DroidBench,FieldSensitivity3.apk,9192e75e-cd47-4f97-82f0-c9c04a8b2b03,true,true,4,,completed,
DroidBench,Clone1.apk,1a047bdd-5c43-40d6-9326-b5e89cbc0127,true,true,4,,completed,
DroidBench,Exceptions2.apk,871003e4-90e1-47b0-aa2f-2be0ac784407,true,true,4,,completed,
DroidBench,Exceptions1.apk,512e1efb-4264-4f84-a510-f1c516cf7088,true,true,4,,completed,
DroidBench,ObjectSensitivity2.apk,e91d70d8-ac34-4eb7-9d7d-6cd5e0ef9ed5,true,true,4,,completed,
DroidBench,Loop1.apk,83d62d42-f524-4fa0-b12c-5b3a707c893f,true,true,4,,completed,
DroidBench,Exceptions3.apk,a59de5c3-02df-44f8-8b20-faf2fe457430,true,true,4,,completed,
DroidBench,Exceptions4.apk,6681725e-620d-4250-8806-a3d9e1d0459e,true,true,4,,completed,
DroidBench,FactoryMethods1.apk,ebe2f057-0efb-44eb-9654-30fa22bb34e9,true,true,4,,completed,
DroidBench,SourceCodeSpecific1.apk,456de215-d8c0-46ac-8f0b-2838b22dddf8,true,true,4,,completed,
DroidBench,Serialization1.apk,266c3409-3421-40ca-8f5d-87c761a32346,true,true,4,,completed,
DroidBench,StartProcessWithSecret1.apk,a91cd3d3-deae-4b3a-bf07-64de1e8beb7c,true,true,4,,completed,
DroidBench,Loop2.apk,6612507d-9fc8-4145-b2c3-5be5df6f6880,true,true,4,,completed,
DroidBench,StaticInitialization3.apk,21f2009e-0b16-4f45-9bce-0ddb3ea6685b,true,true,4,,completed,
DroidBench,StaticInitialization1.apk,2e417638-1472-4590-85c9-69fdcbf4973d,true,true,4,,completed,
DroidBench,StringFormatter1.apk,6570dd4c-c776-4c1e-8802-f4c43323b16c,true,true,4,,completed,
DroidBench,StaticInitialization2.apk,8e627e7e-dc04-4afc-a416-56152c1fbc1e,true,true,4,,completed,
DroidBench,StringToCharArray1.apk,cd78ec4f-10cc-45cc-9ca2-51a4c2d4a17a,true,true,4,,completed,
DroidBench,StringToOutputStream1.apk,4022b85e-2b3f-48c1-b217-a9dfdc5db83f,true,true,4,,completed,
DroidBench,StringPatternMatching1.apk,8f2560bb-e18e-49d0-b0fc-03d285a05296,true,true,4,,completed,
DroidBench,UnreachableCode.apk,eeb65eb0-b31a-4f3c-929b-96453a45a2b3,true,true,4,,completed,
DroidBench,VirtualDispatch2.apk,5f07163c-f94e-4e68-b5dc-6da043c4039b,true,true,4,,completed,
DroidBench,VirtualDispatch1.apk,09d385c2-e6b9-47c7-83de-70490960fd83,true,true,4,,completed,
DroidBench,VirtualDispatch4.apk,cc3a3dc9-316a-40fc-b4fd-36b058237152,true,true,4,,completed,
DroidBench,VirtualDispatch3.apk,eb524ddd-369e-4445-b694-b50c8b3a099b,true,true,4,,completed,
DroidBench,ImplicitFlow4.apk,1fd57805-00f7-4649-949c-da0f55976e80,true,true,4,,completed,
DroidBench,ImplicitFlow2.apk,019eb00a-c2fb-41a5-accc-93f5edf9e550,true,true,4,,completed,
DroidBench,ImplicitFlow1.apk,7a9f40d6-8402-41d8-a2be-8bc4b1f8c9be,true,true,4,,completed,
DroidBench,ImplicitFlow3.apk,5426415a-fbed-464e-97cb-de9fa6d735c0,true,true,4,,completed,
DroidBench,ActivityCommunication1.apk,579e2532-d7a9-464b-886a-fc31c84c9db9,true,true,5,,completed,
DroidBench,StartActivityForResult1.apk,997e2143-e3e8-4d40-9956-30ac90341f91,true,true,3,,completed,
DroidBench,SendSMS.apk,44267aec-95a4-418f-9757-f89fbc3fcdf0,true,true,3,,completed,
DroidBench,Echoer.apk,ad18da89-f049-42f5-960c-afc6cc8b6722,true,true,3,,completed,
DroidBench,ActivityCommunication5.apk,b354fdf4-7563-437f-b71c-61bed843fdbc,true,true,4,,completed,
DroidBench,ActivityCommunication4.apk,2830d7e5-c092-44fc-a03a-933fa6aca919,true,true,6,,completed,
DroidBench,ActivityCommunication2.apk,ff163349-4952-4a9e-8bdf-c85ee175dfff,true,true,6,,completed,
DroidBench,ActivityCommunication3.apk,23ea17cd-8012-4ed2-98ff-3f2b319696d8,true,true,6,,completed,
DroidBench,BroadcastTaintAndLeak1.apk,14785192-50ec-4e2b-bcfb-d2a9688b8adb,true,true,4,,completed,
DroidBench,ActivityCommunication6.apk,a27d9a7a-c4db-4304-ae05-6ec22d631f31,true,true,6,,completed,
DroidBench,ActivityCommunication7.apk,87f7e29a-61ba-42f1-a609-0f499a5e7c2d,true,true,4,,completed,
DroidBench,ActivityCommunication8.apk,fbefd69b-4080-4a56-98ed-c2f3ff1127be,true,true,6,,completed,
DroidBench,IntentSink1.apk,815331a5-8d91-4673-aaa0-ee317c97eb09,true,true,3,,completed,
DroidBench,EventOrdering1.apk,764349b8-a9ea-45a1-ab12-2f34c8f696b0,true,true,6,,completed,
DroidBench,IntentSink2.apk,b3a4dc6c-81f3-49a0-b6ea-c4e60345f9f6,true,true,4,,completed,
DroidBench,ComponentNotInManifest1.apk,15babf4c-ff82-4ff2-9bf5-f97f98ba45f5,true,true,4,,completed,
DroidBench,SharedPreferences1.apk,8b540d50-fe39-43d4-921a-94a12f583630,true,true,5,,completed,
DroidBench,Singletons1.apk,ef2530ff-84e3-4e08-a690-c65071b41f3e,true,true,5,,completed,
DroidBench,IntentSource1.apk,a24cc5ce-8df4-4f29-adcc-3f4e281e2bea,true,true,4,,completed,
DroidBench,ServiceCommunication1.apk,7066c2d4-f4bf-42c1-aab0-143bc23e49a8,true,true,4,,completed,
DroidBench,ActivityLifecycle1.apk,1fd5d69c-84a6-4436-bbd2-86ef4313d64a,true,true,5,,completed,
DroidBench,ActivityLifecycle3.apk,7f629961-45d9-44ed-91f2-a265eaead2d4,true,true,4,,completed,
DroidBench,ActivityLifecycle2.apk,615489b1-f5e4-4608-894b-fd4e4bec5036,true,true,4,,completed,
DroidBench,UnresolvableIntent1.apk,10608c5b-3589-4d18-bde0-b17aae3b5c99,true,true,6,,completed,
DroidBench,ApplicationLifecycle2.apk,04be0b07-0b87-4b6c-84c3-f8c5c1ee2f55,true,true,5,,completed,
DroidBench,ApplicationLifecycle1.apk,b2f8979f-fca2-42ca-9ecd-ebf0a905f2ba,true,true,4,,completed,
DroidBench,ActivityLifecycle4.apk,ccdf20b4-3fb3-473f-a9a4-c05bd96cbc83,true,true,4,,completed,
DroidBench,ActivitySavedState1.apk,5557e4c9-dfdc-423d-af08-60351b95ef1b,true,true,4,,completed,
DroidBench,AsynchronousEventOrdering1.apk,d428098d-1ed4-46c6-a2be-b47dc8d4f634,true,true,4,,completed,
DroidBench,BroadcastReceiverLifecycle1.apk,d773a368-dc2b-482a-810d-2d343bfe36fe,true,true,4,,completed,
DroidBench,ApplicationLifecycle3.apk,fb6e6a00-27b7-411d-b458-e8476ab2c364,true,true,5,,completed,
DroidBench,BroadcastReceiverLifecycle2.apk,250e7ac9-2825-4475-8732-3a6295feed4c,true,true,4,,completed,
DroidBench,FragmentLifecycle2.apk,38cf137b-6fe3-4e6f-95bc-06e39ce6925c,true,true,4,,completed,
DroidBench,EventOrdering1.apk,d3b6bfc3-fcb5-4c9b-8d39-9964306d4470,true,true,4,,completed,
DroidBench,ServiceLifecycle1.apk,8d810cdc-23d4-48cf-a7b7-c946c0c28972,true,true,2,,completed,
DroidBench,FragmentLifecycle1.apk,b29a84fc-fbdd-4282-ab90-7518503e93ac,true,true,4,,completed,
DroidBench,SharedPreferenceChanged1.apk,65985cce-08d6-47e8-8b9b-10ff73ac678e,true,true,4,,completed,
DroidBench,ServiceLifecycle2.apk,d5ad0ce2-4284-4291-9c9c-17770fb91bef,true,true,4,,completed,
DroidBench,Reflection2.apk,b1804dcf-5819-4a72-9e31-bb172e0f030a,true,true,4,,completed,
DroidBench,Reflection1.apk,64f681c5-615a-47ae-8f17-246de7c25f60,true,true,4,,completed,
DroidBench,Reflection3.apk,fa4c95c3-a167-45e4-91ad-88c23af22463,true,true,4,,completed,
DroidBench,AsyncTask1.apk,5144fec2-17cd-4007-89c0-d11cb1241c7f,true,true,4,,completed,
DroidBench,JavaThread1.apk,842b5486-dcc7-4750-8054-787ec8ed2d01,true,true,4,,completed,
DroidBench,Executor1.apk,2a1c81af-134a-46d4-864b-f93d41b2ea13,true,true,4,,completed,
DroidBench,JavaThread2.apk,04f6fc40-b124-4439-9a3e-1b8abb32689b,true,true,4,,partial,
DroidBench,Looper1.apk,1b1f6138-2ee6-4ad5-810c-4d8643ec2ca0,true,true,4,,partial,
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign-v2.apk,66d4c197-fa05-436b-863d-6e0f715b0d49,false,true,6,,partial,
Ghera,BlockCipher-ECB-InformationExposure-Lean-benign.apk,a5ad99d6-f798-40e1-9de9-5aafbd0c084f,false,true,6,,partial,
